,canton,month,language,gender,time_period,avg_sentiment,count
1373,Neuchâtel,4,en,FEMALE,Day,0.16666666666666666,24
1374,Zurich,10,en,MALE,Night,0.20055197792088317,9783
1375,Ticino,10,en,FEMALE,Night,-0.026755852842809364,299
1376,Appenzell Ausserrhoden,10,de,UNKNOWN,Night,1.0,8
1377,Solothurn,4,en,MALE,Day,0.19444444444444445,36
1378,Bern,2,de,FEMALE,Night,1.0,15
1379,Appenzell Innerrhoden,3,en,MALE,Night,-1.0,1
1380,Zurich,3,fr,FEMALE,Night,1.0,25
1381,Solothurn,10,de,UNKNOWN,Day,1.0,9
1382,Schwyz,9,en,UNKNOWN,Night,0.2,5
1383,Basel-Landschaft,9,en,FEMALE,Night,1.0,1
1384,Fribourg,1,de,UNKNOWN,Night,1.0,1
1385,Basel-City,5,de,UNKNOWN,Night,0.946,1000
1386,Geneva,10,de,MALE,Night,0.9302325581395349,86
1387,Vaud,8,fr,MALE,Night,0.8307692307692308,130
1388,Appenzell Ausserrhoden,9,de,MALE,Night,0.5,4
1389,Lucerne,1,de,MALE,Day,1.0,8
1390,Grisons,10,de,UNKNOWN,Day,0.7777777777777778,9
1391,Thurgau,10,de,MALE,Night,1.0,1
1392,Schaffhausen,9,de,UNKNOWN,Night,1.0,1
1393,Basel-City,2,en,UNKNOWN,Night,0.11431897555296856,4295
1394,Zurich,3,de,MALE,Night,0.9622641509433962,212
1395,Basel-City,6,de,FEMALE,Night,0.49743589743589745,195
1396,Bern,7,en,MALE,Day,0.17364016736401675,956
1397,Lucerne,7,en,FEMALE,Day,0.29797979797979796,198
1398,Zurich,8,en,UNKNOWN,Night,0.2047637341529005,18221
1399,Valais,1,fr,MALE,Day,0.7407407407407407,54
1400,Vaud,9,de,FEMALE,Day,0.7894736842105263,209
1401,Grisons,9,de,MALE,Day,0.8571428571428571,14
1402,Schaffhausen,10,en,MALE,Night,-0.0975609756097561,41
1403,Aargau,10,de,MALE,Night,0.3333333333333333,3
1404,Fribourg,3,fr,MALE,Day,0.8947368421052632,19
1405,Schaffhausen,6,en,UNKNOWN,Night,0.1111111111111111,18
1406,Basel-Landschaft,2,en,MALE,Night,0.0,2
1407,Aargau,6,de,UNKNOWN,Night,0.75,8
1408,Neuchâtel,10,de,MALE,Night,1.0,2
1409,Jura,5,fr,MALE,Night,1.0,1
1410,Appenzell Ausserrhoden,6,en,MALE,Night,0.5,2
1411,Basel-City,3,en,FEMALE,Night,0.2898089171974522,314
1412,Vaud,6,en,FEMALE,Day,0.20043179587831206,25475
1413,Geneva,8,fr,MALE,Day,0.8028169014084507,213
1414,Zurich,9,en,FEMALE,Night,0.2639815289892252,3898
1415,Bern,10,en,UNKNOWN,Day,0.15737363210005212,3838
1416,Neuchâtel,3,en,UNKNOWN,Night,0.1276595744680851,47
1417,Saint Gallen,10,de,MALE,Night,0.9333333333333333,30
1418,Aargau,3,en,UNKNOWN,Night,0.39285714285714285,28
1419,Geneva,8,de,UNKNOWN,Night,0.6666666666666666,30
1420,Nidwalden,5,en,MALE,Day,0.6,5
1421,Saint Gallen,6,de,UNKNOWN,Night,0.9420289855072463,69
1422,Grisons,6,en,MALE,Day,0.2692307692307692,52
1423,Schaffhausen,7,en,FEMALE,Night,0.25,4
1424,Schwyz,3,en,MALE,Night,1.0,1
1425,Basel-City,7,fr,MALE,Day,0.75,8
1426,Thurgau,4,en,FEMALE,Night,0.0,1
1427,Solothurn,1,de,FEMALE,Day,0.3333333333333333,3
1428,Geneva,5,en,UNKNOWN,Night,0.1526750021263928,11757
1429,Ticino,8,en,MALE,Day,0.0694006309148265,317
1430,Fribourg,10,en,UNKNOWN,Day,0.35344827586206895,464
1431,Obwalden,6,en,MALE,Day,-0.044444444444444446,45
1432,Saint Gallen,3,en,UNKNOWN,Night,0.17857142857142858,28
1433,Lucerne,9,de,UNKNOWN,Night,0.75,8
1434,Geneva,9,de,FEMALE,Night,0.8947368421052632,19
1435,Aargau,4,en,FEMALE,Night,0.2222222222222222,9
1436,Zurich,4,fr,UNKNOWN,Day,0.9506172839506173,81
1437,Geneva,6,en,FEMALE,Night,0.18308921438082557,1502
1438,Valais,7,en,MALE,Day,0.15557729941291584,1022
1439,Vaud,8,de,UNKNOWN,Night,0.8511627906976744,645
1440,Valais,9,fr,UNKNOWN,Night,0.7777777777777778,567
1441,Bern,3,de,UNKNOWN,Day,0.9620253164556962,158
1442,Lucerne,6,en,UNKNOWN,Night,0.2,120
1443,Fribourg,9,en,MALE,Day,0.19444444444444445,144
1444,Saint Gallen,4,en,FEMALE,Night,0.0,3
1445,Lucerne,10,en,MALE,Night,0.1559633027522936,109
1446,Bern,3,fr,MALE,Night,1.0,2
1447,Solothurn,9,de,MALE,Night,1.0,10
1448,Grisons,10,en,FEMALE,Day,1.0,10
1449,Bern,4,de,FEMALE,Day,0.9032258064516129,62
1450,Vaud,5,en,UNKNOWN,Night,0.1781268453997874,42335
1451,Vaud,2,fr,FEMALE,Night,0.5833333333333334,120
1452,Zurich,5,fr,FEMALE,Day,0.9259259259259259,81
1453,Solothurn,6,en,MALE,Night,0.208955223880597,67
1454,Grisons,2,de,UNKNOWN,Day,1.0,15
1455,Appenzell Innerrhoden,5,en,MALE,Day,0.0,2
1456,Fribourg,3,de,UNKNOWN,Day,0.6666666666666666,6
1457,Neuchâtel,6,en,FEMALE,Night,0.14285714285714285,7
1458,Valais,1,de,UNKNOWN,Day,1.0,2
1459,Geneva,1,fr,UNKNOWN,Day,0.4057142857142857,175
1460,Basel-City,7,de,UNKNOWN,Day,0.8639455782312925,147
1461,Bern,1,en,FEMALE,Day,0.043209876543209874,162
1462,Jura,2,en,UNKNOWN,Night,0.2,10
1463,Lucerne,3,de,MALE,Night,1.0,5
1464,Thurgau,8,de,UNKNOWN,Day,1.0,4
1465,Glarus,4,de,UNKNOWN,Day,1.0,1
1466,Vaud,2,de,MALE,Night,0.8791946308724832,149
1467,Basel-City,4,en,UNKNOWN,Day,0.14763779527559054,6096
1468,Zurich,5,de,MALE,Day,0.9220272904483431,513
1469,Aargau,8,de,UNKNOWN,Day,0.8,20
1470,Bern,9,en,MALE,Night,0.23161189358372458,639
1471,Geneva,2,fr,FEMALE,Day,0.5833333333333334,72
1472,Valais,3,fr,MALE,Night,0.8072289156626506,83
1473,Basel-City,8,de,FEMALE,Day,0.8461538461538461,195
1474,Solothurn,10,en,FEMALE,Night,0.0,52
1475,Schaffhausen,8,en,UNKNOWN,Day,0.3673469387755102,49
1476,Lucerne,9,en,FEMALE,Night,0.425531914893617,94
1477,Thurgau,5,en,UNKNOWN,Day,0.46153846153846156,13
1478,Basel-City,10,fr,UNKNOWN,Night,0.7142857142857143,7
1479,Basel-Landschaft,4,en,MALE,Day,0.8,5
1480,Fribourg,1,en,FEMALE,Day,0.14285714285714285,7
1481,Schwyz,8,de,MALE,Day,1.0,1
1482,Fribourg,5,fr,MALE,Night,1.0,2
1483,Appenzell Ausserrhoden,8,en,MALE,Day,0.0,4
1484,Vaud,1,fr,UNKNOWN,Day,0.6410256410256411,273
1485,Zurich,2,en,MALE,Day,0.11732553705351469,7867
1486,Ticino,2,en,FEMALE,Day,0.1457286432160804,199
1487,Basel-City,5,en,FEMALE,Day,0.26744186046511625,1032
1488,Neuchâtel,5,en,UNKNOWN,Day,0.05660377358490566,53
1489,Vaud,8,en,FEMALE,Night,0.2057044673539519,14550
1490,Saint Gallen,8,de,UNKNOWN,Day,0.972972972972973,74
1491,Aargau,5,en,UNKNOWN,Day,0.19444444444444445,36
1492,Schwyz,5,en,MALE,Day,0.38095238095238093,21
1493,Basel-City,9,fr,MALE,Night,1.0,15
1494,Grisons,8,en,MALE,Night,0.18518518518518517,27
1495,Appenzell Ausserrhoden,2,de,UNKNOWN,Day,1.0,1
1496,Aargau,9,de,FEMALE,Day,0.7777777777777778,9
1497,Solothurn,2,de,UNKNOWN,Night,0.7142857142857143,7
1498,Nidwalden,7,en,MALE,Night,0.0,1
1499,Schaffhausen,9,en,FEMALE,Day,0.0,2
1500,Valais,4,de,FEMALE,Day,1.0,1
1501,Valais,1,en,FEMALE,Day,0.008988764044943821,445
1502,Saint Gallen,5,en,UNKNOWN,Day,0.01818181818181818,55
1503,Geneva,7,en,UNKNOWN,Day,0.1530277212085948,24061
1504,Valais,10,en,UNKNOWN,Night,0.08436213991769548,3402
1505,Basel-City,1,de,MALE,Day,0.8813559322033898,118
1506,Obwalden,8,en,MALE,Night,0.16,50
1507,Aargau,6,en,FEMALE,Day,0.2,20
1508,Thurgau,2,de,MALE,Day,1.0,2
1509,Schaffhausen,5,de,MALE,Day,1.0,7
1510,Saint Gallen,9,de,FEMALE,Day,1.0,3
1511,Geneva,2,de,MALE,Day,1.0,1
1512,Solothurn,3,de,FEMALE,Night,1.0,1
1513,Geneva,8,en,FEMALE,Day,0.18022694350555288,8284
1514,Lucerne,8,en,UNKNOWN,Day,0.4153543307086614,508
1515,Valais,9,en,MALE,Night,0.13576642335766423,685
1516,Bern,5,de,UNKNOWN,Night,0.7241379310344828,58
1517,Schaffhausen,2,en,MALE,Day,0.03636363636363636,110
1518,Zurich,6,fr,UNKNOWN,Night,1.0,51
1519,Saint Gallen,6,en,FEMALE,Day,0.125,8
1520,Aargau,2,de,MALE,Day,1.0,10
1521,Bern,5,fr,MALE,Day,1.0,1
1522,Ticino,1,en,UNKNOWN,Night,0.003105590062111801,644
1523,Bern,2,en,UNKNOWN,Night,0.07160096540627514,1243
1524,Saint Gallen,2,de,MALE,Day,0.8860759493670886,158
1525,Vaud,4,fr,FEMALE,Day,0.5569620253164557,158
1526,Vaud,7,en,UNKNOWN,Day,0.1962099251503483,69339
1527,Bern,6,de,FEMALE,Night,1.0,17
1528,Solothurn,8,en,MALE,Day,0.23214285714285715,56
1529,Neuchâtel,8,en,FEMALE,Day,0.0,20
1530,Valais,3,de,UNKNOWN,Night,0.6666666666666666,6
1531,Zurich,7,fr,FEMALE,Night,1.0,19
1532,Grisons,4,de,UNKNOWN,Night,1.0,2
1533,Neuchâtel,1,fr,UNKNOWN,Night,1.0,2
1534,Basel-City,1,fr,FEMALE,Night,1.0,1
1535,Fribourg,5,de,UNKNOWN,Night,1.0,2
1536,Bern,3,en,FEMALE,Night,0.1564625850340136,147
1537,Geneva,3,fr,UNKNOWN,Night,0.8213058419243986,291
1538,Basel-City,9,de,UNKNOWN,Night,0.94,900
1539,Fribourg,2,en,UNKNOWN,Night,0.05527638190954774,199
1540,Lucerne,5,de,MALE,Day,1.0,27
1541,Grisons,1,en,UNKNOWN,Night,0.15384615384615385,13
1542,Jura,4,en,UNKNOWN,Day,0.3148148148148148,54
1543,Basel-Landschaft,9,de,MALE,Night,1.0,1
1544,Grisons,5,de,FEMALE,Night,1.0,1
1545,Ticino,6,fr,MALE,Day,1.0,1
1546,Lucerne,2,en,MALE,Day,0.18181818181818182,187
1547,Vaud,4,de,MALE,Day,0.8796296296296297,432
1548,Geneva,4,fr,FEMALE,Night,0.7714285714285715,35
1549,Basel-City,6,en,UNKNOWN,Night,0.17186076180061965,5487
1550,Basel-City,10,en,MALE,Night,0.20019020446980504,2103
1551,Valais,5,fr,MALE,Day,0.825503355704698,149
1552,Zurich,7,de,MALE,Night,0.8333333333333334,24
1553,Fribourg,7,fr,MALE,Day,1.0,8
1554,Basel-Landschaft,6,en,MALE,Night,0.0,10
1555,Fribourg,3,en,FEMALE,Night,0.25,4
1556,Thurgau,7,en,UNKNOWN,Night,0.0,1
1557,Ticino,7,de,FEMALE,Night,1.0,1
1558,Jura,9,fr,MALE,Night,1.0,1
1559,Vaud,1,en,MALE,Day,0.03299356223175966,11184
1560,Vaud,3,fr,UNKNOWN,Night,0.7609756097560976,410
1561,Zurich,4,en,MALE,Night,0.1846049046321526,4404
1562,Ticino,4,en,FEMALE,Night,0.06882591093117409,247
1563,Basel-City,7,en,FEMALE,Night,0.2237093690248566,523
1564,Aargau,7,en,UNKNOWN,Night,0.20059701492537313,1675
1565,Zurich,10,de,UNKNOWN,Night,0.9484848484848485,660
1566,Nidwalden,9,en,MALE,Day,0.5,6
1567,Schwyz,7,en,MALE,Night,0.3333333333333333,3
1568,Neuchâtel,7,en,UNKNOWN,Night,0.2727272727272727,88
1569,Solothurn,4,de,UNKNOWN,Day,1.0,6
1570,Zurich,10,fr,MALE,Day,0.9090909090909091,22
1571,Valais,6,de,FEMALE,Night,1.0,2
1572,Thurgau,8,en,FEMALE,Night,1.0,1
1573,Appenzell Ausserrhoden,4,de,UNKNOWN,Night,1.0,1
1574,Valais,3,en,FEMALE,Night,0.12867647058823528,544
1575,Geneva,9,en,UNKNOWN,Night,0.11004151159461781,27944
1576,Basel-City,3,de,MALE,Night,0.9305555555555556,144
1577,Saint Gallen,7,en,UNKNOWN,Night,0.2857142857142857,28
1578,Solothurn,1,en,UNKNOWN,Day,0.0,17
1579,Aargau,8,en,FEMALE,Night,0.8333333333333334,6
1580,Thurgau,4,de,MALE,Night,1.0,1
1581,Appenzell Ausserrhoden,1,en,UNKNOWN,Night,0.0,6
1582,Schaffhausen,7,de,MALE,Night,-1.0,1
1583,Solothurn,5,de,FEMALE,Day,1.0,2
1584,Geneva,1,en,MALE,Night,0.011564625850340135,1470
1585,Bern,7,de,UNKNOWN,Day,1.0,25
1586,Solothurn,2,en,FEMALE,Day,-0.1,10
1587,Zurich,8,fr,UNKNOWN,Day,0.971830985915493,71
1588,Saint Gallen,8,en,FEMALE,Night,0.0,8
1589,Schaffhausen,4,en,MALE,Night,0.03225806451612903,31
1590,Aargau,4,de,MALE,Night,1.0,5
1591,Thurgau,1,en,MALE,Night,0.0,9
1592,Basel-City,2,fr,UNKNOWN,Day,0.6470588235294118,17
1593,Neuchâtel,4,de,MALE,Night,1.0,1
1594,Uri,8,de,UNKNOWN,Day,1.0,2
1595,Obwalden,1,en,UNKNOWN,Day,0.11764705882352941,17
1596,Ticino,3,en,UNKNOWN,Day,0.14108674928503337,1049
1597,Bern,4,en,UNKNOWN,Day,0.15011037527593818,2265
1598,Vaud,9,en,UNKNOWN,Night,0.18531881804043546,48225
1599,Zurich,9,fr,FEMALE,Day,0.9354838709677419,93
1600,Neuchâtel,3,fr,UNKNOWN,Day,0.2,5
1601,Neuchâtel,1,en,MALE,Night,0.0,34
1602,Vaud,6,fr,FEMALE,Night,0.3698630136986301,73
1603,Bern,8,de,FEMALE,Day,1.0,45
1604,Appenzell Innerrhoden,9,en,MALE,Day,0.0,7
1605,Aargau,1,en,MALE,Night,0.0,40
1606,Grisons,6,de,UNKNOWN,Day,1.0,7
1607,Valais,5,de,UNKNOWN,Day,1.0,6
1608,Saint Gallen,4,de,MALE,Night,1.0,15
1609,Saint Gallen,1,en,MALE,Night,0.05194805194805195,154
1610,Valais,2,en,UNKNOWN,Day,0.11393350765782592,2677
1611,Fribourg,4,en,UNKNOWN,Day,0.017543859649122806,285
1612,Geneva,5,fr,UNKNOWN,Day,0.6736111111111112,576
1613,Bern,5,en,FEMALE,Day,0.0970464135021097,237
1614,Jura,6,en,UNKNOWN,Night,-0.0625,16
1615,Fribourg,8,de,FEMALE,Day,1.0,6
1616,Grisons,3,en,UNKNOWN,Day,0.125,40
1617,Zurich,1,de,FEMALE,Night,1.0,48
1618,Fribourg,10,fr,UNKNOWN,Night,1.0,4
1619,Glarus,8,de,UNKNOWN,Day,1.0,2
1620,Jura,10,en,MALE,Night,0.0,1
1621,Vaud,6,de,MALE,Night,0.9211822660098522,203
1622,Basel-City,8,en,UNKNOWN,Day,0.18189438390611903,13123
1623,Zurich,9,de,MALE,Day,0.9297124600638977,626
1624,Geneva,6,fr,FEMALE,Day,0.5789473684210527,57
1625,Thurgau,9,en,UNKNOWN,Day,0.3076923076923077,13
1626,Lucerne,4,en,MALE,Night,0.28448275862068967,116
1627,Valais,7,fr,MALE,Night,0.14285714285714285,14
1628,Basel-Landschaft,8,en,MALE,Day,0.2857142857142857,7
1629,Fribourg,9,fr,MALE,Night,1.0,5
1630,Fribourg,5,en,FEMALE,Day,0.13333333333333333,15
1631,Schwyz,10,en,UNKNOWN,Day,-0.6666666666666666,3
1632,Basel-Landschaft,10,en,FEMALE,Day,0.42857142857142855,7
1633,Grisons,4,en,FEMALE,Day,0.6666666666666666,3
1634,Vaud,3,en,MALE,Night,0.20891258807846125,10502
1635,Vaud,5,fr,UNKNOWN,Day,0.8200253485424588,789
1636,Zurich,6,en,MALE,Day,0.2059095106186519,9747
1637,Ticino,6,en,FEMALE,Day,0.30303030303030304,297
1638,Basel-City,9,en,FEMALE,Day,0.24377791959157627,1567
1639,Aargau,9,en,UNKNOWN,Day,0.2416326530612245,3675
1640,Schwyz,9,en,MALE,Day,0.41379310344827586,29
1641,Neuchâtel,9,en,UNKNOWN,Day,0.22857142857142856,70
1642,Appenzell Ausserrhoden,10,de,MALE,Day,1.0,7
1643,Solothurn,6,fr,MALE,Day,1.0,2
1644,Schaffhausen,10,de,UNKNOWN,Day,1.0,2
1645,Solothurn,6,de,UNKNOWN,Night,0.7142857142857143,7
1646,Appenzell Innerrhoden,5,de,UNKNOWN,Day,1.0,1
1647,Valais,5,en,FEMALE,Day,0.2712700369913687,811
1648,Saint Gallen,9,en,UNKNOWN,Day,0.23404255319148937,47
1649,Basel-City,5,de,MALE,Day,0.9512195121951219,369
1650,Solothurn,3,en,UNKNOWN,Night,0.2,15
1651,Vaud,10,de,FEMALE,Night,0.6666666666666666,72
1652,Appenzell Ausserrhoden,3,en,UNKNOWN,Day,0.4444444444444444,27
1653,Thurgau,6,de,MALE,Day,1.0,2
1654,Grisons,10,de,MALE,Night,1.0,7
1655,Glarus,2,de,MALE,Day,1.0,1
1656,Appenzell Innerrhoden,2,en,UNKNOWN,Day,0.0,1
1657,Schaffhausen,9,de,MALE,Day,1.0,1
1658,Geneva,6,de,MALE,Day,1.0,1
1659,Basel-City,2,en,MALE,Day,0.09196354598177299,2414
1660,Geneva,3,en,MALE,Day,0.12018620397799408,4726
1661,Zurich,10,en,FEMALE,Day,0.2761776581426649,7430
1662,Neuchâtel,6,de,MALE,Day,1.0,2
1663,Bern,9,de,UNKNOWN,Night,0.5454545454545454,88
1664,Thurgau,3,en,MALE,Day,0.1568627450980392,51
1665,Solothurn,4,en,FEMALE,Night,0.0,12
1666,Schaffhausen,6,en,MALE,Day,0.43333333333333335,30
1667,Aargau,6,de,MALE,Day,0.7894736842105263,19
1668,Basel-City,4,fr,UNKNOWN,Night,1.0,5
1669,Bern,9,fr,MALE,Day,1.0,5
1670,Lucerne,9,fr,FEMALE,Day,1.0,2
1671,Zurich,2,de,UNKNOWN,Day,0.9331797235023042,868
1672,Ticino,5,en,UNKNOWN,Night,0.10314685314685315,1144
1673,Bern,6,en,UNKNOWN,Night,0.10646823125357756,1747
1674,Neuchâtel,3,en,MALE,Day,0.2949640287769784,139
1675,Saint Gallen,6,de,MALE,Day,0.9322033898305084,59
1676,Geneva,10,de,FEMALE,Day,0.8823529411764706,34
1677,Bern,1,de,MALE,Night,0.9166666666666666,24
1678,Zurich,2,fr,MALE,Night,0.3333333333333333,12
1679,Vaud,8,fr,FEMALE,Day,0.6527777777777778,144
1680,Aargau,3,en,MALE,Day,0.09154929577464789,142
1681,Obwalden,3,en,UNKNOWN,Night,0.13793103448275862,29
1682,Fribourg,9,de,UNKNOWN,Night,1.0,3
1683,Lucerne,10,de,UNKNOWN,Day,0.9130434782608695,23
1684,Valais,7,de,UNKNOWN,Night,1.0,1
1685,Uri,7,en,UNKNOWN,Night,0.0,3
1686,Grisons,8,de,UNKNOWN,Night,1.0,5
1687,Neuchâtel,5,fr,UNKNOWN,Night,1.0,1
1688,Saint Gallen,3,en,MALE,Day,0.22477064220183487,218
1689,Zurich,3,de,FEMALE,Day,0.8936170212765957,282
1690,Valais,4,en,UNKNOWN,Night,0.13218122372723026,2141
1691,Fribourg,6,en,UNKNOWN,Night,0.058577405857740586,239
1692,Valais,10,fr,UNKNOWN,Day,0.8209562563580874,983
1693,Grisons,5,en,UNKNOWN,Night,-0.061224489795918366,49
1694,Geneva,7,fr,UNKNOWN,Night,0.6181818181818182,110
1695,Fribourg,10,en,MALE,Night,0.1282051282051282,39
1696,Bern,7,en,FEMALE,Night,0.2389937106918239,159
1697,Solothurn,10,de,MALE,Day,0.8888888888888888,18
1698,Lucerne,9,de,MALE,Day,0.9354838709677419,31
1699,Schaffhausen,1,de,FEMALE,Day,1.0,10
1700,Jura,8,en,UNKNOWN,Day,0.125,16
1701,Valais,1,fr,FEMALE,Night,0.42857142857142855,21
1702,Grisons,9,de,FEMALE,Night,1.0,1
1703,Lucerne,6,en,MALE,Day,0.1867816091954023,348
1704,Vaud,8,de,MALE,Day,0.8753246753246753,385
1705,Geneva,8,fr,FEMALE,Night,0.43820224719101125,89
1706,Valais,9,fr,MALE,Day,0.8145695364238411,151
1707,Fribourg,7,en,FEMALE,Night,0.6666666666666666,6
1708,Glarus,7,en,UNKNOWN,Night,-1.0,1
1709,Grisons,6,en,FEMALE,Night,0.0,1
1710,Vaud,5,en,MALE,Day,0.21237223271811267,20643
1711,Vaud,7,fr,UNKNOWN,Night,0.7792207792207793,154
1712,Zurich,8,en,MALE,Night,0.2231139646869984,9968
1713,Ticino,8,en,FEMALE,Night,0.14824797843665768,371
1714,Solothurn,8,de,UNKNOWN,Day,0.7777777777777778,18
1715,Ticino,1,fr,UNKNOWN,Day,0.3333333333333333,9
1716,Uri,1,en,MALE,Night,0.0,1
1717,Valais,1,de,MALE,Night,1.0,1
1718,Neuchâtel,8,fr,FEMALE,Night,1.0,1
1719,Bern,2,fr,UNKNOWN,Day,1.0,6
1720,Fribourg,2,fr,UNKNOWN,Day,0.8333333333333334,24
1721,Solothurn,5,en,UNKNOWN,Day,0.34591194968553457,159
1722,Valais,7,en,FEMALE,Night,0.17255717255717257,962
1723,Bern,10,en,MALE,Day,0.21609862218999276,1379
1724,Lucerne,10,en,FEMALE,Day,0.3151515151515151,165
1725,Geneva,8,de,MALE,Night,1.0,22
1726,Basel-City,7,de,MALE,Night,0.6470588235294118,17
1727,Appenzell Ausserrhoden,5,en,UNKNOWN,Night,0.6,5
1728,Jura,2,en,MALE,Day,0.3333333333333333,3
1729,Bern,3,fr,FEMALE,Day,1.0,1
1730,Jura,4,fr,UNKNOWN,Night,1.0,1
1731,Basel-Landschaft,1,en,UNKNOWN,Night,0.0,1
1732,Solothurn,9,de,FEMALE,Day,1.0,1
1733,Basel-City,4,en,MALE,Night,0.13030484160191272,1673
1734,Geneva,5,en,MALE,Night,0.17635752042287361,4162
1735,Aargau,8,de,MALE,Night,1.0,4
1736,Thurgau,5,en,MALE,Night,0.0,47
1737,Basel-City,6,fr,UNKNOWN,Day,0.8823529411764706,17
1738,Basel-City,10,fr,MALE,Day,0.9545454545454546,44
1739,Fribourg,3,fr,FEMALE,Day,1.0,3
1740,Schaffhausen,8,en,MALE,Night,0.36363636363636365,11
1741,Nidwalden,4,en,UNKNOWN,Day,0.0,15
1742,Basel-Landschaft,2,en,FEMALE,Night,0.0,2
1743,Neuchâtel,8,de,MALE,Night,1.0,3
1744,Obwalden,8,de,UNKNOWN,Day,1.0,2
1745,Solothurn,6,en,FEMALE,Day,0.5,6
1746,Obwalden,5,en,UNKNOWN,Day,-0.017857142857142856,56
1747,Ticino,7,en,UNKNOWN,Day,0.1823671497584541,828
1748,Bern,8,en,UNKNOWN,Day,0.18821603927986907,3666
1749,Zurich,4,de,UNKNOWN,Night,0.9847328244274809,524
1750,Schaffhausen,2,de,UNKNOWN,Night,1.0,32
1751,Neuchâtel,5,en,MALE,Night,0.42105263157894735,19
1752,Saint Gallen,8,de,MALE,Night,1.0,19
1753,Bern,3,de,MALE,Day,0.9655172413793104,116
1754,Zurich,4,fr,MALE,Day,0.7777777777777778,9
1755,Vaud,1,fr,MALE,Night,0.7454545454545455,55
1756,Aargau,5,en,MALE,Night,0.0,34
1757,Neuchâtel,7,fr,UNKNOWN,Day,1.0,2
1758,Valais,9,de,UNKNOWN,Day,0.8333333333333334,12
1759,Saint Gallen,10,de,FEMALE,Night,1.0,2
1760,Uri,9,en,UNKNOWN,Day,-0.2,5
1761,Lucerne,3,de,FEMALE,Day,1.0,3
1762,Appenzell Ausserrhoden,2,de,MALE,Night,1.0,4
1763,Zurich,1,en,UNKNOWN,Night,0.011127475045000819,6111
1764,Valais,6,en,UNKNOWN,Day,0.13338122605363983,4176
1765,Fribourg,8,en,UNKNOWN,Day,0.29545454545454547,616
1766,Geneva,9,fr,UNKNOWN,Day,0.7211009174311926,545
1767,Bern,9,en,FEMALE,Day,0.2979591836734694,245
1768,Valais,10,en,MALE,Day,0.20907297830374755,1014
1769,Saint Gallen,5,en,MALE,Night,0.1564245810055866,179
1770,Zurich,5,de,FEMALE,Night,0.8518518518518519,189
1771,Grisons,7,en,UNKNOWN,Day,0.2714285714285714,70
1772,Vaud,2,de,FEMALE,Day,0.9347826086956522,184
1773,Valais,3,fr,FEMALE,Day,0.7142857142857143,84
1774,Grisons,2,de,MALE,Day,0.7647058823529411,17
1775,Schaffhausen,3,de,FEMALE,Night,1.0,2
1776,Geneva,1,fr,MALE,Day,0.8666666666666667,45
1777,Zurich,2,en,FEMALE,Night,0.17391304347826086,1610
1778,Lucerne,10,en,FEMALE,Night,0.4888888888888889,90
1779,Nidwalden,7,en,FEMALE,Day,0.5757575757575758,33
1780,Lucerne,8,en,MALE,Night,0.1527777777777778,72
1781,Glarus,9,en,UNKNOWN,Day,0.0,1
1782,Grisons,8,en,FEMALE,Day,0.0,1
1783,Vaud,7,en,MALE,Night,0.13598935373866755,12023
1784,Vaud,9,fr,UNKNOWN,Day,0.7215528781793842,747
1785,Basel-City,10,de,UNKNOWN,Day,0.9353769676884839,1207
1786,Ticino,1,en,MALE,Day,0.0,156
1787,Lucerne,2,de,UNKNOWN,Night,1.0,8
1788,Valais,3,de,MALE,Day,1.0,6
1789,Ticino,3,fr,UNKNOWN,Night,1.0,2
1790,Fribourg,5,de,MALE,Day,1.0,1
1791,Bern,4,fr,UNKNOWN,Night,1.0,2
1792,Appenzell Innerrhoden,9,de,UNKNOWN,Day,1.0,1
1793,Basel-Landschaft,6,de,UNKNOWN,Day,1.0,1
1794,Fribourg,2,en,MALE,Day,0.013605442176870748,147
1795,Valais,9,en,FEMALE,Day,0.26124567474048443,1156
1796,Basel-City,9,de,MALE,Day,0.8362989323843416,281
1797,Vaud,1,de,UNKNOWN,Night,0.8796296296296297,216
1798,Valais,2,fr,UNKNOWN,Night,0.7199391171993912,657
1799,Solothurn,7,en,UNKNOWN,Night,0.38016528925619836,121
1800,Jura,10,fr,MALE,Day,1.0,4
1801,Fribourg,4,fr,UNKNOWN,Night,0.75,8
1802,Jura,4,en,MALE,Night,0.6666666666666666,3
1803,Basel-Landschaft,3,en,UNKNOWN,Day,-0.16666666666666666,6
1804,Appenzell Ausserrhoden,7,en,UNKNOWN,Day,0.625,8
1805,Solothurn,2,de,MALE,Night,1.0,4
1806,Basel-City,6,en,MALE,Day,0.13553244890641808,2789
1807,Geneva,7,en,MALE,Day,0.1442545814759782,8076
1808,Solothurn,8,en,FEMALE,Night,0.2,80
1809,Schwyz,4,en,UNKNOWN,Day,0.5,2
1810,Thurgau,7,en,MALE,Day,0.0,19
1811,Nidwalden,6,en,UNKNOWN,Night,0.6,5
1812,Basel-Landschaft,4,en,FEMALE,Day,0.0,4
1813,Basel-City,8,fr,UNKNOWN,Night,0.6,5
1814,Fribourg,5,fr,FEMALE,Night,1.0,1
1815,Vaud,3,fr,MALE,Day,0.9400749063670412,267
1816,Bern,5,de,MALE,Night,1.0,81
1817,Zurich,6,de,UNKNOWN,Day,0.937007874015748,889
1818,Neuchâtel,7,en,MALE,Day,0.32051282051282054,156
