,canton,month,language,gender,time_period,avg_sentiment,count
459,Basel-City,5,fr,FEMALE,Day,1.0,1
460,Zurich,3,de,FEMALE,Night,0.9363057324840764,157
461,Valais,4,en,UNKNOWN,Day,0.1539249146757679,2930
462,Fribourg,6,en,UNKNOWN,Day,0.04390243902439024,205
463,Geneva,7,fr,UNKNOWN,Day,0.6153846153846154,156
464,Valais,10,fr,UNKNOWN,Night,0.7756653992395437,526
465,Fribourg,10,en,MALE,Day,0.226890756302521,119
466,Valais,1,fr,FEMALE,Day,0.7222222222222222,36
467,Saint Gallen,3,en,MALE,Night,0.15584415584415584,154
468,Bern,7,en,FEMALE,Day,0.2171945701357466,221
469,Grisons,5,en,UNKNOWN,Day,0.0967741935483871,62
470,Solothurn,10,de,MALE,Night,1.0,5
471,Schaffhausen,1,de,FEMALE,Night,1.0,2
472,Lucerne,9,de,MALE,Night,1.0,6
473,Jura,8,en,UNKNOWN,Night,-0.3333333333333333,3
474,Fribourg,7,en,FEMALE,Day,-0.043478260869565216,23
475,Vaud,8,de,MALE,Night,0.9157894736842105,190
476,Lucerne,6,en,MALE,Night,0.19402985074626866,134
477,Valais,9,fr,MALE,Night,0.9,100
478,Geneva,8,fr,FEMALE,Day,0.7384615384615385,130
479,Vaud,5,en,MALE,Night,0.22502250225022502,12221
480,Vaud,7,fr,UNKNOWN,Day,0.8524590163934426,244
481,Zurich,8,en,MALE,Day,0.21949147743360325,17659
482,Ticino,8,en,FEMALE,Day,0.162534435261708,363
483,Solothurn,8,de,UNKNOWN,Night,1.0,7
484,Ticino,1,fr,UNKNOWN,Night,1.0,7
485,Valais,1,de,MALE,Day,1.0,1
486,Bern,2,fr,UNKNOWN,Night,1.0,1
487,Valais,7,en,FEMALE,Day,0.23981481481481481,1080
488,Geneva,8,de,MALE,Day,0.868421052631579,76
489,Bern,10,en,MALE,Night,0.16876971608832808,634
490,Solothurn,5,en,UNKNOWN,Night,0.34545454545454546,55
491,Basel-Landschaft,1,en,UNKNOWN,Day,0.0,5
492,Appenzell Ausserrhoden,5,en,UNKNOWN,Day,0.38461538461538464,13
493,Basel-City,7,de,MALE,Day,0.5263157894736842,38
494,Glarus,4,de,MALE,Day,1.0,1
495,Fribourg,2,fr,UNKNOWN,Night,1.0,4
496,Jura,2,en,MALE,Night,0.0,4
497,Bern,3,fr,FEMALE,Night,1.0,1
498,Jura,4,fr,UNKNOWN,Day,1.0,1
499,Thurgau,8,de,MALE,Day,1.0,1
500,Solothurn,9,de,FEMALE,Night,1.0,1
501,Basel-City,4,en,MALE,Day,0.15166795965865013,2578
502,Geneva,5,en,MALE,Day,0.15943183326695873,7533
503,Aargau,8,de,MALE,Day,1.0,7
504,Thurgau,5,en,MALE,Day,0.027777777777777776,36
505,Schaffhausen,8,en,MALE,Day,0.3157894736842105,19
506,Basel-City,6,fr,UNKNOWN,Night,1.0,5
507,Basel-Landschaft,2,en,FEMALE,Day,0.3333333333333333,3
508,Basel-City,10,fr,MALE,Night,1.0,10
509,Schaffhausen,10,en,FEMALE,Day,0.0,1
510,Nidwalden,4,en,UNKNOWN,Night,0.0,10
511,Neuchâtel,8,de,MALE,Day,1.0,7
512,Appenzell Ausserrhoden,6,en,FEMALE,Day,0.0,1
513,Solothurn,6,en,FEMALE,Night,0.0,3
514,Schwyz,2,en,UNKNOWN,Day,0.5,2
515,Aargau,10,de,FEMALE,Day,-0.3333333333333333,3
516,Zurich,4,de,UNKNOWN,Day,0.9440089585666294,893
517,Ticino,7,en,UNKNOWN,Night,0.042270531400966184,828
518,Bern,8,en,UNKNOWN,Night,0.19016030956329463,1809
519,Vaud,1,fr,MALE,Day,0.9225806451612903,155
520,Bern,3,de,MALE,Night,1.0,56
521,Aargau,5,en,MALE,Day,0.13978494623655913,93
522,Saint Gallen,8,de,MALE,Day,0.9555555555555556,45
523,Valais,9,de,UNKNOWN,Night,1.0,7
524,Saint Gallen,10,de,FEMALE,Day,1.0,4
525,Appenzell Ausserrhoden,2,de,MALE,Day,1.0,13
526,Schaffhausen,2,de,UNKNOWN,Day,1.0,27
527,Neuchâtel,5,en,MALE,Day,0.31840796019900497,201
528,Obwalden,5,en,UNKNOWN,Night,0.03571428571428571,28
529,Neuchâtel,7,fr,UNKNOWN,Night,1.0,2
530,Uri,9,en,UNKNOWN,Night,0.0,3
531,Zurich,4,fr,MALE,Night,1.0,2
532,Zurich,1,en,UNKNOWN,Day,0.014114627887082978,9352
533,Vaud,2,de,FEMALE,Night,0.883495145631068,103
534,Saint Gallen,5,en,MALE,Day,0.17427385892116182,241
535,Zurich,5,de,FEMALE,Day,0.8806818181818182,352
536,Valais,6,en,UNKNOWN,Night,0.06520395550061804,3236
537,Fribourg,8,en,UNKNOWN,Night,0.2446351931330472,699
538,Valais,10,en,MALE,Night,0.13829787234042554,564
539,Bern,9,en,FEMALE,Night,0.15048543689320387,206
540,Geneva,9,fr,UNKNOWN,Night,0.7429467084639498,319
541,Valais,3,fr,FEMALE,Night,0.7,40
542,Grisons,7,en,UNKNOWN,Night,0.2857142857142857,35
543,Schaffhausen,3,de,FEMALE,Day,0.6,5
544,Grisons,2,de,MALE,Night,1.0,8
545,Zurich,2,en,FEMALE,Day,0.12285298398835516,3435
546,Lucerne,8,en,MALE,Day,0.21025641025641026,195
547,Geneva,1,fr,MALE,Night,0.6470588235294118,34
548,Fribourg,9,en,FEMALE,Night,0.05555555555555555,18
549,Geneva,1,de,UNKNOWN,Day,0.0,2
550,Grisons,8,en,FEMALE,Night,0.0,1
551,Vaud,7,en,MALE,Day,0.16512504282288454,20433
552,Vaud,9,fr,UNKNOWN,Night,0.6106666666666667,375
553,Basel-City,10,de,UNKNOWN,Night,0.9333333333333333,780
554,Ticino,1,en,MALE,Night,0.0,109
555,Lucerne,2,de,UNKNOWN,Day,1.0,27
556,Bern,4,fr,UNKNOWN,Day,1.0,5
557,Neuchâtel,1,fr,MALE,Night,1.0,1
558,Ticino,3,fr,UNKNOWN,Day,1.0,1
559,Geneva,2,de,FEMALE,Day,1.0,1
560,Vaud,1,de,UNKNOWN,Day,0.8679245283018868,318
561,Valais,2,fr,UNKNOWN,Day,0.7795454545454545,880
562,Fribourg,2,en,MALE,Night,-0.04838709677419355,62
563,Solothurn,7,en,UNKNOWN,Day,0.27898550724637683,276
564,Valais,9,en,FEMALE,Night,0.26040268456375837,745
565,Basel-City,9,de,MALE,Night,0.94,100
566,Solothurn,2,de,MALE,Day,1.0,9
567,Fribourg,4,fr,UNKNOWN,Day,1.0,25
568,Bern,5,fr,FEMALE,Day,1.0,1
569,Basel-Landschaft,3,en,UNKNOWN,Night,0.25,4
570,Appenzell Ausserrhoden,7,en,UNKNOWN,Night,0.2,5
571,Jura,4,en,MALE,Day,0.2,5
572,Basel-City,6,en,MALE,Night,0.13876040703052728,2162
573,Geneva,7,en,MALE,Night,0.133129123468426,4244
574,Solothurn,8,en,FEMALE,Day,0.15584415584415584,77
575,Nidwalden,10,en,MALE,Day,0.4444444444444444,9
576,Thurgau,7,en,MALE,Night,-0.13636363636363635,22
577,Basel-City,8,fr,UNKNOWN,Day,1.0,6
578,Schwyz,4,en,UNKNOWN,Night,0.0,1
579,Basel-Landschaft,4,en,FEMALE,Night,0.75,4
580,Fribourg,5,fr,FEMALE,Day,1.0,3
581,Nidwalden,6,en,UNKNOWN,Day,0.5,6
582,Appenzell Ausserrhoden,8,en,FEMALE,Night,0.0,1
583,Vaud,3,fr,MALE,Night,0.7560975609756098,82
584,Schaffhausen,4,de,UNKNOWN,Night,1.0,28
585,Zurich,6,de,UNKNOWN,Night,0.9498207885304659,558
586,Ticino,9,en,UNKNOWN,Day,0.19571865443425077,654
587,Geneva,10,en,UNKNOWN,Night,0.10077088429323253,26982
588,Obwalden,7,en,UNKNOWN,Day,0.043478260869565216,46
589,Bern,5,de,MALE,Day,0.9253731343283582,134
590,Lucerne,5,de,FEMALE,Day,1.0,12
591,Appenzell Ausserrhoden,4,de,MALE,Night,0.75,8
592,Neuchâtel,9,fr,UNKNOWN,Day,0.5,4
593,Aargau,7,en,MALE,Night,-0.0625,16
594,Neuchâtel,7,en,MALE,Night,0.3333333333333333,12
595,Zurich,6,fr,MALE,Day,0.6666666666666666,12
596,Basel-City,9,fr,FEMALE,Day,1.0,4
597,Schaffhausen,1,en,UNKNOWN,Night,0.0,5
598,Bern,2,en,MALE,Day,0.1690340909090909,704
599,Lucerne,2,en,FEMALE,Day,0.011111111111111112,90
600,Zurich,3,en,UNKNOWN,Night,0.3198876930276088,10685
601,Saint Gallen,7,en,MALE,Night,0.11377245508982035,167
602,Valais,8,en,UNKNOWN,Day,0.1206439393939394,5280
603,Grisons,9,en,UNKNOWN,Day,-0.024793388429752067,121
604,Vaud,4,de,FEMALE,Day,0.9047619047619048,189
605,Valais,5,fr,FEMALE,Day,0.7560975609756098,82
606,Basel-City,1,de,FEMALE,Night,0.8461538461538461,39
607,Grisons,4,de,MALE,Day,0.9047619047619048,21
608,Obwalden,8,en,FEMALE,Day,0.25,12
609,Zurich,7,de,FEMALE,Night,1.0,18
610,Aargau,1,de,UNKNOWN,Night,1.0,2
611,Schwyz,1,de,MALE,Night,1.0,1
612,Thurgau,2,de,FEMALE,Night,1.0,1
613,Appenzell Ausserrhoden,1,en,MALE,Night,0.0,2
614,Schaffhausen,5,de,FEMALE,Night,1.0,2
615,Vaud,1,en,FEMALE,Day,0.035003915426781516,12770
616,Grisons,1,en,MALE,Day,0.029411764705882353,34
617,Zurich,4,en,FEMALE,Night,0.2185246810870771,1803
618,Vaud,10,en,UNKNOWN,Night,0.19372639571062364,51103
619,Zurich,10,fr,FEMALE,Day,0.943502824858757,177
620,Aargau,2,de,FEMALE,Night,1.0,5
621,Geneva,3,fr,MALE,Day,0.7428571428571429,70
622,Saint Gallen,1,de,UNKNOWN,Night,0.8181818181818182,22
623,Schaffhausen,2,en,FEMALE,Night,0.0,3
624,Basel-City,2,fr,MALE,Day,1.0,1
625,Appenzell Innerrhoden,10,en,MALE,Day,0.5,2
626,Neuchâtel,3,fr,MALE,Day,1.0,3
627,Vaud,9,en,MALE,Night,0.15012270457815013,11817
628,Ticino,3,en,MALE,Day,0.13392857142857142,336
629,Obwalden,1,en,MALE,Day,0.0,21
630,Lucerne,4,de,UNKNOWN,Night,0.8571428571428571,14
631,Valais,5,de,MALE,Day,1.0,7
632,Jura,9,de,MALE,Night,1.0,1
633,Obwalden,3,fr,UNKNOWN,Night,1.0,1
634,Saint Gallen,2,de,FEMALE,Night,1.0,3
635,Aargau,3,fr,MALE,Day,1.0,1
636,Geneva,1,en,FEMALE,Night,0.01365546218487395,952
637,Valais,2,en,MALE,Day,0.07444444444444444,900
638,Vaud,3,de,UNKNOWN,Night,0.9310344827586207,580
639,Valais,4,fr,UNKNOWN,Night,0.6766091051805337,637
640,Zurich,10,de,MALE,Day,0.9111791730474732,653
641,Lucerne,1,en,UNKNOWN,Night,0.021739130434782608,92
642,Fribourg,4,en,MALE,Day,-0.09734513274336283,113
643,Solothurn,9,en,UNKNOWN,Night,0.2916666666666667,72
644,Jura,6,en,MALE,Night,-0.2222222222222222,9
645,Thurgau,10,en,UNKNOWN,Day,0.0,12
646,Solothurn,4,de,MALE,Night,0.6,5
647,Jura,8,fr,UNKNOWN,Day,1.0,3
648,Basel-Landschaft,5,en,UNKNOWN,Day,0.07142857142857142,14
649,Appenzell Ausserrhoden,9,en,UNKNOWN,Day,0.75,4
650,Fribourg,6,fr,UNKNOWN,Night,1.0,2
651,Schwyz,9,de,UNKNOWN,Day,1.0,1
652,Fribourg,10,fr,MALE,Night,1.0,2
653,Basel-City,8,en,MALE,Day,0.21566951566951567,3510
654,Geneva,9,en,MALE,Day,0.16868592730661697,13949
655,Aargau,10,en,UNKNOWN,Day,0.2559090909090909,4400
656,Basel-City,10,en,FEMALE,Day,0.21717451523545706,1805
657,Schwyz,10,en,MALE,Day,0.75,20
658,Neuchâtel,10,en,UNKNOWN,Day,0.25,80
659,Thurgau,9,en,MALE,Day,0.07142857142857142,28
660,Neuchâtel,1,en,FEMALE,Night,0.0,6
661,Solothurn,1,en,MALE,Night,0.03225806451612903,31
662,Basel-Landschaft,6,en,FEMALE,Day,0.5,2
663,Schwyz,6,en,UNKNOWN,Day,0.6666666666666666,3
664,Fribourg,7,fr,FEMALE,Night,1.0,1
665,Basel-City,2,de,UNKNOWN,Day,0.933572710951526,1114
666,Zurich,8,de,UNKNOWN,Day,0.9245283018867925,1113
667,Neuchâtel,9,en,MALE,Day,0.32642487046632124,193
668,Vaud,5,fr,MALE,Day,0.8714859437751004,249
669,Aargau,9,en,MALE,Day,0.03389830508474576,59
670,Saint Gallen,10,en,UNKNOWN,Day,0.18181818181818182,55
671,Obwalden,9,en,UNKNOWN,Night,0.0625,32
672,Appenzell Ausserrhoden,6,de,MALE,Day,1.0,4
673,Zurich,8,fr,MALE,Night,0.7777777777777778,9
674,Schaffhausen,10,de,MALE,Day,1.0,3
675,Schaffhausen,6,de,UNKNOWN,Day,1.0,4
676,Thurgau,3,de,UNKNOWN,Day,1.0,2
677,Basel-Landschaft,2,de,MALE,Day,1.0,2
678,Bern,7,de,MALE,Night,1.0,2
679,Bern,4,en,MALE,Night,0.19444444444444445,504
680,Zurich,5,en,UNKNOWN,Day,0.24724578954033177,15794
681,Saint Gallen,9,en,MALE,Day,0.265,200
682,Zurich,9,de,FEMALE,Day,0.8853503184713376,314
683,Basel-City,3,de,FEMALE,Day,0.9597989949748744,199
684,Vaud,6,de,FEMALE,Night,0.7758620689655172,116
685,Aargau,3,de,UNKNOWN,Day,1.0,13
686,Valais,7,fr,FEMALE,Night,0.5454545454545454,22
687,Lucerne,4,en,FEMALE,Night,0.13043478260869565,69
688,Schaffhausen,3,en,UNKNOWN,Day,0.1891891891891892,37
689,Bern,10,de,UNKNOWN,Night,0.9230769230769231,78
690,Thurgau,4,de,FEMALE,Day,1.0,4
691,Bern,10,fr,MALE,Day,1.0,5
692,Appenzell Ausserrhoden,3,en,MALE,Day,0.3333333333333333,3
693,Grisons,6,de,MALE,Night,1.0,11
694,Schwyz,3,de,MALE,Day,1.0,2
695,Vaud,3,en,FEMALE,Night,0.21659973226238285,14940
696,Saint Gallen,3,de,UNKNOWN,Day,0.952755905511811,127
697,Aargau,4,de,FEMALE,Day,0.9487179487179487,39
698,Geneva,5,de,UNKNOWN,Day,0.8571428571428571,56
699,Zurich,6,en,FEMALE,Day,0.15481941568898092,4347
700,Geneva,5,fr,MALE,Night,0.6941176470588235,85
701,Grisons,3,en,MALE,Night,0.3,20
702,Ticino,8,de,MALE,Night,1.0,1
703,Basel-City,4,fr,MALE,Night,0.75,8
704,Schaffhausen,4,en,FEMALE,Day,0.25,4
705,Geneva,2,en,UNKNOWN,Day,0.05456453305351522,12389
706,Ticino,5,en,MALE,Night,0.09602649006622517,302
707,Lucerne,6,de,UNKNOWN,Day,0.9,40
708,Bern,8,fr,UNKNOWN,Day,1.0,1
709,Neuchâtel,5,fr,MALE,Night,1.0,3
710,Aargau,1,en,FEMALE,Day,0.0,16
711,Obwalden,3,en,MALE,Night,0.4444444444444444,9
712,Lucerne,10,de,MALE,Day,0.8823529411764706,17
713,Saint Gallen,4,de,FEMALE,Day,1.0,4
714,Ticino,7,fr,UNKNOWN,Day,1.0,1
715,Geneva,3,en,FEMALE,Day,0.2174134419551935,1964
716,Valais,4,en,MALE,Night,0.18250950570342206,526
717,Vaud,5,de,UNKNOWN,Day,0.9401197604790419,1169
718,Valais,6,fr,UNKNOWN,Day,0.7190876350540216,833
719,Fribourg,6,en,MALE,Night,0.019230769230769232,52
720,Valais,10,fr,MALE,Day,0.746031746031746,126
721,Lucerne,3,en,UNKNOWN,Day,0.3087248322147651,298
722,Jura,8,en,MALE,Day,0.3333333333333333,6
723,Solothurn,6,de,MALE,Day,0.9333333333333333,30
724,Basel-Landschaft,7,en,UNKNOWN,Night,-0.05660377358490566,53
725,Zurich,1,fr,UNKNOWN,Night,0.6666666666666666,6
726,Saint Gallen,1,en,FEMALE,Day,0.0,4
727,Fribourg,8,fr,UNKNOWN,Day,1.0,9
728,Bern,9,fr,FEMALE,Day,1.0,1
729,Vaud,2,en,UNKNOWN,Day,0.15514008773171076,56536
730,Zurich,2,fr,FEMALE,Night,1.0,32
731,Solothurn,3,en,MALE,Day,-0.04,25
732,Neuchâtel,3,en,FEMALE,Day,0.2,15
733,Fribourg,9,fr,FEMALE,Day,1.0,1
734,Schwyz,8,en,UNKNOWN,Night,0.6666666666666666,3
735,Bern,1,de,FEMALE,Night,0.8666666666666667,15
736,Lucerne,8,fr,MALE,Night,1.0,1
737,Basel-City,4,de,UNKNOWN,Night,0.9141414141414141,792
738,Vaud,7,fr,MALE,Night,0.7058823529411765,34
739,Lucerne,9,de,FEMALE,Day,0.8333333333333334,12
740,Bern,9,de,MALE,Day,0.9340659340659341,182
741,Appenzell Ausserrhoden,8,de,MALE,Night,1.0,8
742,Schaffhausen,8,de,UNKNOWN,Night,1.0,1
743,Glarus,1,de,UNKNOWN,Night,1.0,1
744,Ticino,1,fr,MALE,Day,1.0,1
745,Basel-City,1,en,UNKNOWN,Night,0.02780674313521029,2877
746,Zurich,2,de,MALE,Night,0.9351351351351351,185
747,Lucerne,6,en,FEMALE,Day,0.23333333333333334,120
748,Bern,6,en,MALE,Day,0.27146814404432135,1083
749,Zurich,7,en,UNKNOWN,Night,0.21173546248870143,13276
750,Vaud,8,de,FEMALE,Day,0.8918918918918919,148
751,Valais,9,fr,FEMALE,Day,0.30726256983240224,179
752,Schaffhausen,5,en,UNKNOWN,Night,0.08695652173913043,23
753,Basel-City,5,de,FEMALE,Night,0.7814207650273224,183
754,Aargau,5,de,UNKNOWN,Night,1.0,10
755,Thurgau,2,en,UNKNOWN,Night,0.0,5
756,Fribourg,2,fr,MALE,Day,1.0,6
757,Jura,4,fr,MALE,Night,1.0,2
758,Grisons,8,de,MALE,Day,1.0,6
759,Appenzell Ausserrhoden,5,en,MALE,Night,-1.0,1
760,Basel-City,2,en,FEMALE,Night,0.10941475826972011,393
761,Aargau,2,en,UNKNOWN,Night,0.21212121212121213,33
762,Vaud,5,en,FEMALE,Day,0.26386342337937496,24543
763,Saint Gallen,5,de,UNKNOWN,Night,0.974025974025974,77
764,Zurich,8,en,FEMALE,Night,0.2811808118081181,4065
765,Uri,10,en,UNKNOWN,Day,0.3333333333333333,24
766,Basel-City,6,fr,MALE,Day,0.2727272727272727,22
767,Grisons,5,en,MALE,Day,0.23684210526315788,38
768,Neuchâtel,2,en,UNKNOWN,Night,0.07317073170731707,41
769,Geneva,7,fr,MALE,Day,0.7948717948717948,39
770,Aargau,6,de,FEMALE,Night,1.0,1
771,Valais,10,de,UNKNOWN,Day,0.8181818181818182,11
772,Nidwalden,4,en,MALE,Day,1.0,3
773,Schwyz,2,en,MALE,Night,0.0,7
774,Geneva,7,de,UNKNOWN,Night,1.0,1
775,Schaffhausen,6,en,FEMALE,Night,0.0,1
776,Thurgau,3,en,FEMALE,Night,1.0,2
777,Geneva,4,en,UNKNOWN,Night,0.06837606837606838,8658
778,Obwalden,5,en,MALE,Day,0.1794871794871795,39
779,Ticino,7,en,MALE,Day,0.11071428571428571,280
780,Geneva,10,fr,UNKNOWN,Day,0.7450424929178471,706
781,Bern,10,en,FEMALE,Day,0.15023474178403756,213
782,Aargau,3,en,FEMALE,Night,0.15384615384615385,13
783,Lucerne,8,de,UNKNOWN,Night,0.8571428571428571,14
784,Valais,9,de,MALE,Day,1.0,9
785,Geneva,8,de,FEMALE,Night,0.9411764705882353,34
786,Saint Gallen,2,en,UNKNOWN,Night,-0.05263157894736842,19
787,Ticino,9,fr,UNKNOWN,Night,0.0,2
788,Bern,2,de,UNKNOWN,Day,0.8857142857142857,140
789,Geneva,5,en,FEMALE,Night,0.21446003660768762,3278
790,Lucerne,5,en,UNKNOWN,Night,0.2647058823529412,136
791,Valais,6,en,MALE,Day,0.08945147679324894,1185
792,Valais,8,fr,UNKNOWN,Night,0.6185897435897436,624
793,Fribourg,8,en,MALE,Day,0.18888888888888888,90
794,Vaud,7,de,UNKNOWN,Night,0.9099099099099099,111
795,Zurich,3,fr,UNKNOWN,Day,1.0,76
796,Fribourg,10,en,FEMALE,Day,0.0,4
797,Solothurn,8,de,MALE,Night,1.0,4
798,Saint Gallen,3,en,FEMALE,Night,0.0,1
799,Basel-Landschaft,9,en,UNKNOWN,Day,0.0,1
800,Vaud,1,fr,FEMALE,Night,0.6615384615384615,65
801,Bern,3,de,FEMALE,Day,1.0,89
802,Vaud,4,en,UNKNOWN,Night,0.1764033350994116,35861
803,Vaud,10,fr,UNKNOWN,Day,0.7740458015267175,655
804,Grisons,1,de,UNKNOWN,Day,1.0,8
805,Zurich,4,fr,FEMALE,Day,0.85,40
806,Solothurn,5,en,MALE,Night,0.04081632653061224,49
807,Neuchâtel,5,en,FEMALE,Night,0.15384615384615385,13
808,Glarus,9,en,MALE,Day,1.0,1
809,Fribourg,2,de,UNKNOWN,Day,1.0,2
810,Appenzell Innerrhoden,4,en,MALE,Day,0.0,4
811,Basel-City,6,de,UNKNOWN,Day,0.9361393323657474,1378
812,Vaud,9,fr,MALE,Day,0.8662207357859532,299
813,Valais,10,en,FEMALE,Day,0.23420865862313697,1409
814,Basel-City,10,de,MALE,Day,0.8109090909090909,275
815,Lucerne,2,de,MALE,Night,0.7142857142857143,7
816,Glarus,3,de,UNKNOWN,Day,1.0,3
817,Basel-Landschaft,6,de,MALE,Day,1.0,1
818,Jura,1,en,UNKNOWN,Night,0.0,9
819,Grisons,2,de,FEMALE,Day,1.0,1
820,Fribourg,3,de,FEMALE,Day,1.0,1
821,Vaud,1,de,MALE,Night,0.868421052631579,76
822,Basel-City,3,en,UNKNOWN,Day,0.14606946983546618,5470
823,Zurich,4,de,MALE,Day,0.9711934156378601,486
824,Bern,8,en,MALE,Night,0.14534883720930233,516
825,Lucerne,8,en,FEMALE,Night,0.039473684210526314,76
826,Zurich,9,en,UNKNOWN,Day,0.2122094970196236,29862
827,Valais,2,fr,MALE,Night,0.7837837837837838,74
828,Geneva,1,fr,FEMALE,Day,0.5454545454545454,44
829,Schaffhausen,7,en,UNKNOWN,Day,0.3333333333333333,39
830,Basel-Landschaft,3,en,MALE,Day,0.5555555555555556,9
831,Basel-City,7,de,FEMALE,Day,0.8823529411764706,17
832,Thurgau,4,en,UNKNOWN,Day,0.09090909090909091,11
833,Jura,6,fr,MALE,Day,1.0,1
834,Fribourg,4,fr,MALE,Night,1.0,4
835,Aargau,7,de,UNKNOWN,Day,1.0,1
836,Appenzell Ausserrhoden,7,en,MALE,Day,0.0,3
837,Solothurn,9,fr,UNKNOWN,Day,1.0,1
838,Thurgau,10,fr,UNKNOWN,Night,1.0,1
839,Zurich,1,en,MALE,Day,0.03421164470888228,4706
840,Basel-City,4,en,FEMALE,Day,0.2062146892655367,708
841,Aargau,4,en,UNKNOWN,Day,0.3939393939393939,33
842,Schwyz,4,en,MALE,Day,0.55,40
843,Vaud,7,en,FEMALE,Night,0.1582187096283912,13159
844,Ticino,10,en,UNKNOWN,Night,0.002967359050445104,674
845,Ticino,1,en,FEMALE,Day,0.007874015748031496,127
846,Schaffhausen,8,en,FEMALE,Day,0.0,3
847,Geneva,9,de,UNKNOWN,Day,0.8214285714285714,56
848,Geneva,9,fr,MALE,Night,0.8472222222222222,144
849,Grisons,7,en,MALE,Night,0.0,15
850,Saint Gallen,7,de,UNKNOWN,Day,1.0,16
851,Neuchâtel,4,en,UNKNOWN,Day,0.18181818181818182,22
852,Valais,3,de,FEMALE,Day,-1.0,1
853,Thurgau,5,en,FEMALE,Day,0.5,2
854,Basel-City,8,fr,MALE,Night,0.7777777777777778,9
855,Nidwalden,6,en,MALE,Night,0.4,5
856,Basel-City,10,fr,FEMALE,Night,1.0,1
857,Neuchâtel,10,fr,UNKNOWN,Night,0.3333333333333333,3
858,Aargau,8,de,FEMALE,Day,1.0,5
859,Solothurn,1,de,UNKNOWN,Night,1.0,5
860,Geneva,6,en,UNKNOWN,Day,0.13011283497884343,11344
861,Ticino,9,en,MALE,Night,0.07357859531772576,299
862,Aargau,5,en,FEMALE,Day,0.18181818181818182,22
863,Saint Gallen,4,en,UNKNOWN,Day,0.2708333333333333,48
864,Obwalden,7,en,MALE,Night,0.22580645161290322,31
865,Schaffhausen,4,de,MALE,Day,1.0,3
866,Saint Gallen,8,de,FEMALE,Day,1.0,1
867,Thurgau,1,de,MALE,Day,1.0,1
868,Solothurn,2,de,FEMALE,Night,1.0,1
869,Zurich,5,fr,UNKNOWN,Night,0.9534883720930233,86
870,Geneva,7,en,FEMALE,Day,0.18787012456606086,4897
871,Lucerne,7,en,UNKNOWN,Day,0.28273809523809523,336
872,Vaud,9,de,UNKNOWN,Day,0.8744838976052849,1211
873,Valais,8,en,MALE,Night,0.13019390581717452,722
874,Bern,4,de,UNKNOWN,Night,0.8596491228070176,57
875,Schaffhausen,1,en,MALE,Day,0.0,33
876,Aargau,1,de,MALE,Day,0.42857142857142855,7
877,Saint Gallen,5,en,FEMALE,Day,0.07692307692307693,13
878,Bern,4,fr,MALE,Day,1.0,3
879,Neuchâtel,1,de,MALE,Day,1.0,1
880,Bern,1,en,UNKNOWN,Night,0.006535947712418301,918
881,Saint Gallen,1,de,MALE,Day,0.8333333333333334,120
882,Vaud,6,en,UNKNOWN,Day,0.1888401663189862,70467
883,Zurich,6,fr,FEMALE,Night,1.0,41
884,Vaud,10,en,MALE,Day,0.1589898891222586,20473
885,Vaud,3,fr,FEMALE,Day,0.7293233082706767,133
886,Bern,5,de,FEMALE,Night,0.9166666666666666,24
887,Solothurn,7,en,MALE,Day,0.0975609756097561,82
888,Neuchâtel,7,en,FEMALE,Day,-0.07692307692307693,13
889,Valais,2,de,UNKNOWN,Night,1.0,3
890,Grisons,3,de,UNKNOWN,Night,1.0,1
891,Appenzell Innerrhoden,6,en,MALE,Night,0.0,1
892,Geneva,2,fr,UNKNOWN,Night,0.6373056994818653,193
893,Basel-City,8,de,UNKNOWN,Night,0.9559471365638766,908
894,Solothurn,10,en,UNKNOWN,Day,0.350210970464135,237
895,Fribourg,1,en,UNKNOWN,Night,0.013605442176870748,147
896,Lucerne,4,de,MALE,Day,0.9285714285714286,28
897,Bern,2,en,FEMALE,Night,0.1564625850340136,147
898,Ticino,5,fr,MALE,Day,1.0,1
899,Appenzell Ausserrhoden,10,en,UNKNOWN,Night,0.0,13
900,Jura,3,en,UNKNOWN,Day,0.07142857142857142,14
901,Lucerne,1,en,MALE,Day,0.014925373134328358,134
902,Vaud,3,de,MALE,Day,0.8924731182795699,465
903,Basel-City,5,en,UNKNOWN,Night,0.17662007623888182,5509
904,Zurich,6,de,MALE,Night,0.9076923076923077,130
905,Geneva,10,en,MALE,Night,0.13915671319614334,6949
906,Thurgau,10,en,MALE,Night,0.015873015873015872,63
907,Geneva,3,fr,FEMALE,Night,0.8666666666666667,45
908,Basel-City,9,de,FEMALE,Night,0.9444444444444444,108
909,Valais,4,fr,MALE,Day,0.7398373983739838,123
910,Grisons,10,en,UNKNOWN,Day,-0.061224489795918366,49
911,Fribourg,2,en,FEMALE,Night,0.0,6
912,Fribourg,6,fr,MALE,Day,1.0,6
913,Schaffhausen,9,en,UNKNOWN,Night,0.2916666666666667,24
914,Basel-Landschaft,5,en,MALE,Night,0.0625,16
915,Aargau,9,de,UNKNOWN,Night,1.0,17
916,Jura,8,fr,MALE,Night,1.0,1
917,Appenzell Ausserrhoden,9,en,MALE,Night,-1.0,1
918,Vaud,2,fr,UNKNOWN,Night,0.6666666666666666,450
919,Zurich,3,en,MALE,Night,0.19104296953802702,4957
920,Ticino,3,en,FEMALE,Night,0.21862348178137653,247
