,canton_code,canton,month,language,gender,time_period,count,sentiment
459,FR,Fribourg,9,German,Unknown,Day,3,1.0
460,FR,Fribourg,6,English,Unknown,Day,205,0.043902439024390234
461,FR,Fribourg,10,English,Male,Day,119,0.22689075630252103
462,FR,Fribourg,7,English,Female,Day,23,-0.043478260869565216
463,FR,Fribourg,2,French,Unknown,Night,4,1.0
464,FR,Fribourg,8,English,Unknown,Night,699,0.2446351931330472
465,FR,Fribourg,9,English,Female,Night,18,0.05555555555555555
466,FR,Fribourg,2,English,Male,Night,62,-0.04838709677419355
467,FR,Fribourg,4,French,Unknown,Day,25,1.0
468,FR,Fribourg,5,French,Female,Day,3,1.0
469,FR,Fribourg,4,English,Male,Day,113,-0.09734513274336284
470,FR,Fribourg,6,French,Unknown,Night,2,1.0
471,FR,Fribourg,10,French,Male,Night,2,1.0
472,FR,Fribourg,7,French,Female,Night,1,1.0
473,FR,Fribourg,6,English,Male,Night,52,0.019230769230769232
474,FR,Fribourg,8,French,Unknown,Day,9,1.0
475,FR,Fribourg,9,French,Female,Day,1,1.0
476,FR,Fribourg,2,French,Male,Day,6,1.0
477,FR,Fribourg,8,English,Male,Day,90,0.18888888888888888
478,FR,Fribourg,10,English,Female,Day,4,0.0
479,FR,Fribourg,2,German,Unknown,Day,2,1.0
480,FR,Fribourg,3,German,Female,Day,1,1.0
481,FR,Fribourg,4,French,Male,Night,4,1.0
482,FR,Fribourg,1,English,Unknown,Night,147,0.013605442176870748
483,FR,Fribourg,2,English,Female,Night,6,0.0
484,FR,Fribourg,6,French,Male,Day,6,1.0
485,FR,Fribourg,3,English,Unknown,Day,231,0.047619047619047616
486,FR,Fribourg,10,French,Female,Night,4,1.0
487,FR,Fribourg,8,French,Male,Night,7,1.0
488,FR,Fribourg,5,English,Unknown,Night,217,0.059907834101382486
489,FR,Fribourg,6,English,Female,Night,11,-0.09090909090909093
490,FR,Fribourg,1,French,Unknown,Day,16,1.0
491,FR,Fribourg,7,English,Unknown,Day,556,0.09352517985611512
492,FR,Fribourg,8,English,Female,Day,3,0.3333333333333333
493,FR,Fribourg,1,English,Male,Day,88,0.0
494,FR,Fribourg,3,French,Unknown,Night,9,1.0
495,FR,Fribourg,9,English,Unknown,Night,342,0.2485380116959064
496,FR,Fribourg,3,English,Male,Night,50,0.2
497,FR,Fribourg,5,French,Unknown,Day,30,1.0
498,FR,Fribourg,6,French,Female,Day,1,1.0
499,FR,Fribourg,5,English,Male,Day,131,0.08396946564885496
500,FR,Fribourg,9,French,Unknown,Day,16,1.0
501,FR,Fribourg,7,English,Male,Night,39,0.1282051282051282
502,FR,Fribourg,1,German,Unknown,Night,1,1.0
503,FR,Fribourg,3,French,Male,Day,19,0.8947368421052632
504,FR,Fribourg,10,English,Unknown,Day,464,0.3534482758620689
505,FR,Fribourg,9,English,Male,Day,144,0.19444444444444445
506,FR,Fribourg,3,German,Unknown,Day,6,0.6666666666666666
507,FR,Fribourg,1,English,Female,Day,7,0.14285714285714285
508,FR,Fribourg,5,French,Male,Night,2,1.0
509,FR,Fribourg,5,German,Unknown,Night,2,1.0
510,FR,Fribourg,2,English,Unknown,Night,199,0.055276381909547735
511,FR,Fribourg,7,French,Male,Day,8,1.0
512,FR,Fribourg,3,English,Female,Night,4,0.25
513,FR,Fribourg,4,English,Unknown,Day,285,0.017543859649122806
514,FR,Fribourg,8,German,Female,Day,6,1.0
515,FR,Fribourg,10,French,Unknown,Night,4,1.0
516,FR,Fribourg,9,French,Male,Night,5,1.0
517,FR,Fribourg,5,English,Female,Day,15,0.13333333333333333
518,FR,Fribourg,9,German,Unknown,Night,3,1.0
519,FR,Fribourg,6,English,Unknown,Night,239,0.058577405857740586
520,FR,Fribourg,10,English,Male,Night,39,0.1282051282051282
521,FR,Fribourg,7,English,Female,Night,6,0.6666666666666666
522,FR,Fribourg,2,French,Unknown,Day,24,0.8333333333333334
523,FR,Fribourg,3,French,Female,Day,3,1.0
524,FR,Fribourg,8,English,Unknown,Day,616,0.2954545454545455
525,FR,Fribourg,5,German,Male,Day,1,1.0
526,FR,Fribourg,2,English,Male,Day,147,0.013605442176870748
527,FR,Fribourg,4,French,Unknown,Night,8,0.75
528,FR,Fribourg,5,French,Female,Night,1,1.0
529,FR,Fribourg,6,French,Unknown,Day,26,1.0
530,FR,Fribourg,4,English,Male,Night,32,-0.125
531,FR,Fribourg,10,French,Male,Day,23,1.0
532,FR,Fribourg,7,French,Female,Day,1,1.0
533,FR,Fribourg,10,German,Unknown,Day,5,1.0
534,FR,Fribourg,9,German,Male,Day,1,1.0
535,FR,Fribourg,6,English,Male,Day,107,0.11214953271028036
536,FR,Fribourg,8,French,Unknown,Night,2,1.0
537,FR,Fribourg,8,English,Male,Night,54,0.14814814814814814
538,FR,Fribourg,10,English,Female,Night,5,0.0
539,FR,Fribourg,2,German,Unknown,Night,3,1.0
540,FR,Fribourg,4,French,Male,Day,8,1.0
541,FR,Fribourg,4,German,Unknown,Day,4,1.0
542,FR,Fribourg,1,English,Unknown,Day,93,0.04301075268817205
543,FR,Fribourg,2,English,Female,Day,6,0.16666666666666666
544,FR,Fribourg,6,French,Male,Night,2,1.0
545,FR,Fribourg,6,German,Unknown,Night,1,1.0
546,FR,Fribourg,3,English,Unknown,Night,210,0.023809523809523808
547,FR,Fribourg,7,German,Female,Night,1,1.0
548,FR,Fribourg,4,English,Female,Night,14,0.0
549,FR,Fribourg,8,French,Male,Day,9,1.0
550,FR,Fribourg,10,French,Female,Day,1,1.0
551,FR,Fribourg,8,German,Unknown,Day,2,1.0
552,FR,Fribourg,5,English,Unknown,Day,211,0.04265402843601896
553,FR,Fribourg,6,English,Female,Day,43,0.04651162790697674
554,FR,Fribourg,1,French,Unknown,Night,6,1.0
555,FR,Fribourg,7,English,Unknown,Night,464,0.16379310344827586
556,FR,Fribourg,8,English,Female,Night,6,0.16666666666666666
557,FR,Fribourg,1,English,Male,Night,34,0.08823529411764706
558,FR,Fribourg,3,French,Unknown,Day,31,1.0
559,FR,Fribourg,9,English,Unknown,Day,449,0.2048997772828508
560,FR,Fribourg,3,English,Male,Day,159,0.0880503144654088
561,FR,Fribourg,5,French,Unknown,Night,4,1.0
562,GE,Geneva,8,English,Male,Day,13086,0.13686382393397525
563,GE,Geneva,4,German,Unknown,Day,1,-1.0
564,GE,Geneva,4,French,Male,Night,36,0.8888888888888888
565,GE,Geneva,1,English,Unknown,Day,5738,0.006796793307772743
566,GE,Geneva,5,German,Female,Day,39,0.9487179487179488
567,GE,Geneva,2,English,Female,Day,1650,0.1296969696969697
568,GE,Geneva,10,English,,Day,1,1.0
569,GE,Geneva,6,French,Male,Day,74,0.7837837837837838
570,GE,Geneva,3,English,Unknown,Night,8735,0.090440755580996
571,GE,Geneva,7,German,Female,Night,1,1.0
572,GE,Geneva,4,English,Female,Night,1138,0.18804920913884007
573,GE,Geneva,10,French,Female,Day,142,0.647887323943662
574,GE,Geneva,10,German,Male,Day,149,0.8926174496644296
575,GE,Geneva,8,French,Male,Night,95,0.6210526315789474
576,GE,Geneva,8,German,Unknown,Day,55,0.9272727272727272
577,GE,Geneva,5,English,Unknown,Day,16870,0.16111440426793125
578,GE,Geneva,9,German,Female,Day,42,0.8571428571428571
579,GE,Geneva,6,English,Female,Day,2766,0.18329718004338394
580,GE,Geneva,1,French,Unknown,Night,192,0.4479166666666667
581,GE,Geneva,2,French,Female,Night,27,0.4814814814814815
582,GE,Geneva,7,English,Unknown,Night,15554,0.12151215121512153
583,GE,Geneva,8,English,Female,Night,4870,0.14702258726899384
584,GE,Geneva,3,French,Unknown,Day,338,0.863905325443787
585,GE,Geneva,4,French,Female,Day,113,0.7522123893805309
586,GE,Geneva,9,English,Unknown,Day,45970,0.14254948879704155
587,GE,Geneva,1,English,Male,Day,2565,0.017153996101364522
588,GE,Geneva,5,French,Unknown,Night,606,0.735973597359736
589,GE,Geneva,6,French,Female,Night,36,0.3333333333333333
590,GE,Geneva,3,English,Male,Night,2275,0.16967032967032966
591,GE,Geneva,10,German,Female,Night,14,1.0
592,GE,Geneva,7,French,Unknown,Day,156,0.6153846153846154
593,GE,Geneva,8,French,Female,Day,130,0.7384615384615385
594,GE,Geneva,8,German,Male,Day,76,0.8684210526315791
595,GE,Geneva,5,English,Male,Day,7533,0.15943183326695873
596,GE,Geneva,9,French,Unknown,Night,319,0.7429467084639498
597,GE,Geneva,1,French,Male,Night,34,0.6470588235294118
598,GE,Geneva,1,German,Unknown,Day,2,0.0
599,GE,Geneva,2,German,Female,Day,1,1.0
600,GE,Geneva,7,English,Male,Night,4244,0.133129123468426
601,GE,Geneva,10,English,Unknown,Night,26982,0.10077088429323253
602,GE,Geneva,3,French,Male,Day,70,0.7428571428571429
603,GE,Geneva,1,English,Female,Night,952,0.01365546218487395
604,GE,Geneva,9,English,Male,Day,13949,0.16868592730661694
605,GE,Geneva,5,German,Unknown,Day,56,0.8571428571428571
606,GE,Geneva,5,French,Male,Night,85,0.6941176470588235
607,GE,Geneva,2,English,Unknown,Day,12389,0.05456453305351522
608,GE,Geneva,3,English,Female,Day,1964,0.2174134419551935
609,GE,Geneva,7,French,Male,Day,39,0.7948717948717948
610,GE,Geneva,7,German,Unknown,Night,1,1.0
611,GE,Geneva,4,English,Unknown,Night,8658,0.06837606837606837
612,GE,Geneva,10,French,Unknown,Day,706,0.7450424929178471
613,GE,Geneva,8,German,Female,Night,34,0.9411764705882352
614,GE,Geneva,5,English,Female,Night,3278,0.2144600366076876
615,GE,Geneva,1,French,Female,Day,44,0.5454545454545454
616,GE,Geneva,9,German,Unknown,Day,56,0.8214285714285714
617,GE,Geneva,9,French,Male,Night,144,0.8472222222222222
618,GE,Geneva,6,English,Unknown,Day,11344,0.13011283497884346
619,GE,Geneva,7,English,Female,Day,4897,0.18787012456606086
620,GE,Geneva,2,French,Unknown,Night,193,0.6373056994818653
621,GE,Geneva,10,English,Male,Night,6949,0.13915671319614334
622,GE,Geneva,3,French,Female,Night,45,0.8666666666666667
623,GE,Geneva,8,English,Unknown,Night,31477,0.11519522190805985
624,GE,Geneva,9,English,Female,Night,4247,0.18648457734871676
625,GE,Geneva,4,French,Unknown,Day,365,0.7863013698630137
626,GE,Geneva,5,French,Female,Day,101,0.7821782178217822
627,GE,Geneva,5,German,Male,Day,36,0.9444444444444444
628,GE,Geneva,2,English,Male,Day,4052,0.08810463968410663
629,GE,Geneva,6,French,Unknown,Night,205,0.5804878048780487
630,GE,Geneva,7,French,Female,Night,28,0.35714285714285715
631,GE,Geneva,7,German,Male,Night,7,1.0
632,GE,Geneva,4,English,Male,Night,2074,0.13066538090646093
633,GE,Geneva,10,French,Male,Day,219,0.8356164383561644
634,GE,Geneva,10,German,Unknown,Night,27,0.7037037037037037
635,GE,Geneva,8,French,Unknown,Day,545,0.7651376146788991
636,GE,Geneva,9,French,Female,Day,143,0.7202797202797203
637,GE,Geneva,1,German,Female,Night,1,-1.0
638,GE,Geneva,9,German,Male,Day,89,0.8651685393258427
639,GE,Geneva,6,English,Male,Day,5916,0.10513860716700474
640,GE,Geneva,10,English,Female,Day,8974,0.18018720748829956
641,GE,Geneva,2,French,Male,Night,45,0.7333333333333333
642,GE,Geneva,2,German,Unknown,Day,2,1.0
643,GE,Geneva,8,English,Male,Night,7779,0.1243090371513048
644,GE,Geneva,4,French,Male,Day,77,0.7142857142857143
645,GE,Geneva,1,English,Unknown,Night,3432,0.007575757575757577
646,GE,Geneva,5,German,Female,Night,7,1.0
647,GE,Geneva,2,English,Female,Night,1084,0.12453874538745388
648,GE,Geneva,6,French,Male,Night,58,0.8965517241379308
649,GE,Geneva,6,German,Unknown,Day,3,0.3333333333333333
650,GE,Geneva,3,English,Unknown,Day,15600,0.09051282051282053
651,GE,Geneva,7,German,Female,Day,1,1.0
652,GE,Geneva,4,English,Female,Day,1967,0.18047788510421964
653,GE,Geneva,10,French,Female,Night,84,0.5
654,GE,Geneva,10,German,Male,Night,86,0.9302325581395348
655,GE,Geneva,8,French,Male,Day,213,0.8028169014084507
656,GE,Geneva,8,German,Unknown,Night,30,0.6666666666666666
657,GE,Geneva,5,English,Unknown,Night,11757,0.1526750021263928
658,GE,Geneva,9,German,Female,Night,19,0.8947368421052632
659,GE,Geneva,6,English,Female,Night,1502,0.1830892143808256
660,GE,Geneva,1,French,Unknown,Day,175,0.4057142857142857
661,GE,Geneva,2,French,Female,Day,72,0.5833333333333334
662,GE,Geneva,7,English,Unknown,Day,24061,0.1530277212085948
663,GE,Geneva,2,German,Male,Day,1,1.0
664,GE,Geneva,8,English,Female,Day,8284,0.18022694350555288
665,GE,Geneva,3,French,Unknown,Night,291,0.8213058419243986
666,GE,Geneva,4,French,Female,Night,35,0.7714285714285715
667,GE,Geneva,9,English,Unknown,Night,27944,0.1100415115946178
668,GE,Geneva,1,English,Male,Night,1470,0.011564625850340135
669,GE,Geneva,5,French,Unknown,Day,576,0.6736111111111112
670,GE,Geneva,6,French,Female,Day,57,0.5789473684210527
671,GE,Geneva,6,German,Male,Day,1,1.0
672,GE,Geneva,3,English,Male,Day,4726,0.12018620397799408
673,GE,Geneva,10,German,Female,Day,34,0.8823529411764706
674,GE,Geneva,7,French,Unknown,Night,110,0.6181818181818182
675,GE,Geneva,8,French,Female,Night,89,0.4382022471910113
676,GE,Geneva,8,German,Male,Night,22,1.0
677,GE,Geneva,5,English,Male,Night,4162,0.1763575204228736
678,GE,Geneva,9,French,Unknown,Day,545,0.7211009174311926
679,GE,Geneva,1,French,Male,Day,45,0.8666666666666667
680,GE,Geneva,7,English,Male,Day,8076,0.1442545814759782
681,GE,Geneva,10,English,Unknown,Day,43603,0.12379882118202876
682,GE,Geneva,3,French,Male,Night,63,0.5555555555555556
683,GE,Geneva,3,German,Unknown,Day,2,1.0
684,GE,Geneva,1,English,Female,Day,1130,0.011504424778761062
685,GE,Geneva,9,English,Male,Night,6974,0.1574419271580155
686,GE,Geneva,5,French,Male,Day,154,0.8441558441558441
687,GE,Geneva,5,German,Unknown,Night,33,0.8787878787878788
688,GE,Geneva,2,English,Unknown,Night,7914,0.05041698256254738
689,GE,Geneva,3,English,Female,Night,1202,0.20049916805324455
690,GE,Geneva,7,French,Male,Night,19,0.7894736842105263
691,GE,Geneva,7,German,Unknown,Day,7,0.42857142857142855
692,GE,Geneva,4,English,Unknown,Day,14990,0.08912608405603736
693,GE,Geneva,10,French,Unknown,Night,349,0.6217765042979942
694,GE,Geneva,8,German,Female,Day,46,0.6956521739130435
695,GE,Geneva,5,English,Female,Day,4697,0.254630615286353
696,GE,Geneva,1,French,Female,Night,29,0.6551724137931034
697,GE,Geneva,9,French,Male,Day,296,0.7905405405405406
698,GE,Geneva,9,German,Unknown,Night,33,0.8787878787878788
699,GE,Geneva,6,English,Unknown,Night,5602,0.1503034630489111
700,GE,Geneva,7,English,Female,Night,2754,0.18373275236020334
701,GE,Geneva,2,French,Unknown,Day,242,0.7933884297520661
702,GE,Geneva,3,French,Female,Day,82,0.8048780487804879
703,GE,Geneva,10,English,Male,Day,13725,0.1609471766848816
704,GE,Geneva,8,English,Unknown,Day,44631,0.13864802491541753
705,GE,Geneva,3,German,Male,Day,3,1.0
706,GE,Geneva,9,English,Female,Day,8459,0.1841825274855184
707,GE,Geneva,4,French,Unknown,Night,293,0.7133105802047781
708,GE,Geneva,5,French,Female,Night,56,0.7142857142857143
709,GE,Geneva,5,German,Male,Night,10,0.8
710,GE,Geneva,2,English,Male,Night,2102,0.10371075166508087
711,GE,Geneva,6,French,Unknown,Day,254,0.6929133858267716
712,GE,Geneva,7,French,Female,Day,31,0.8064516129032258
713,GE,Geneva,9,English,,Night,1,0.0
714,GE,Geneva,7,German,Male,Day,6,1.0
715,GE,Geneva,4,English,Male,Day,4417,0.14036676477247
716,GE,Geneva,10,French,Male,Night,110,0.8363636363636363
717,GE,Geneva,10,German,Unknown,Day,82,0.8048780487804879
718,GE,Geneva,8,French,Unknown,Night,396,0.6313131313131313
719,GE,Geneva,9,French,Female,Night,52,0.5384615384615384
720,GE,Geneva,9,German,Male,Night,27,0.7777777777777778
721,GE,Geneva,6,English,Male,Night,2777,0.1029888368743248
722,GE,Geneva,10,English,Female,Night,4311,0.15727209464161448
723,GE,Geneva,2,French,Male,Day,60,0.6333333333333333
724,GE,Geneva,2,German,Unknown,Night,1,1.0
725,GL,Glarus,4,English,Male,Day,1,1.0
726,GL,Glarus,8,English,Male,Day,1,0.0
727,GL,Glarus,1,English,Unknown,Night,1,0.0
728,GL,Glarus,6,English,Female,Day,1,0.0
729,GL,Glarus,4,German,Male,Day,1,1.0
730,GL,Glarus,1,German,Unknown,Night,1,1.0
731,GL,Glarus,9,English,Male,Day,1,1.0
732,GL,Glarus,3,German,Unknown,Day,3,1.0
733,GL,Glarus,4,English,Unknown,Day,2,1.0
734,GL,Glarus,7,English,Female,Day,1,1.0
735,GL,Glarus,10,English,Male,Night,1,-1.0
736,GL,Glarus,4,German,Unknown,Day,1,1.0
737,GL,Glarus,8,German,Unknown,Day,2,1.0
738,GL,Glarus,2,German,Male,Day,1,1.0
739,GL,Glarus,7,English,Unknown,Night,1,-1.0
740,GL,Glarus,9,English,Unknown,Day,1,0.0
741,GL,Glarus,9,English,Male,Night,4,0.25
742,GL,Glarus,3,German,Unknown,Night,2,1.0
743,GL,Glarus,5,German,Unknown,Day,2,1.0
744,GL,Glarus,2,English,Unknown,Day,2,0.0
745,GL,Glarus,7,English,Female,Night,1,0.0
746,GR,Grisons,5,German,Male,Night,9,1.0
747,GR,Grisons,2,English,Male,Night,19,0.0
748,GR,Grisons,7,German,Male,Day,1,1.0
749,GR,Grisons,4,English,Male,Day,42,0.3333333333333333
750,GR,Grisons,10,German,Unknown,Night,1,1.0
751,GR,Grisons,9,German,Male,Night,12,1.0
752,GR,Grisons,6,English,Male,Night,23,0.21739130434782608
753,GR,Grisons,10,English,Female,Night,11,1.0
754,GR,Grisons,2,German,Unknown,Night,1,1.0
755,GR,Grisons,8,English,Male,Day,60,0.1
756,GR,Grisons,4,German,Unknown,Day,11,1.0
757,GR,Grisons,1,English,Unknown,Day,28,0.0
758,GR,Grisons,5,German,Female,Day,2,1.0
759,GR,Grisons,2,English,Female,Day,1,0.0
760,GR,Grisons,6,German,Unknown,Night,3,1.0
761,GR,Grisons,3,English,Unknown,Night,16,0.0625
762,GR,Grisons,4,English,Female,Night,1,1.0
763,GR,Grisons,10,German,Male,Day,8,1.0
764,GR,Grisons,8,German,Unknown,Day,18,1.0
765,GR,Grisons,5,English,Unknown,Day,62,0.0967741935483871
766,GR,Grisons,7,English,Unknown,Night,35,0.2857142857142857
767,GR,Grisons,2,German,Male,Night,8,1.0
768,GR,Grisons,8,English,Female,Night,1,0.0
769,GR,Grisons,9,English,Unknown,Day,121,-0.02479338842975207
770,GR,Grisons,4,German,Male,Day,21,0.9047619047619048
771,GR,Grisons,1,English,Male,Day,34,0.029411764705882356
772,GR,Grisons,6,German,Male,Night,11,1.0
773,GR,Grisons,3,English,Male,Night,20,0.3
774,GR,Grisons,8,German,Male,Day,6,1.0
775,GR,Grisons,5,English,Male,Day,38,0.2368421052631579
776,GR,Grisons,1,German,Unknown,Day,8,1.0
777,GR,Grisons,2,German,Female,Day,1,1.0
778,GR,Grisons,7,English,Male,Night,15,0.0
779,GR,Grisons,3,German,Unknown,Night,1,1.0
780,GR,Grisons,10,English,Unknown,Day,49,-0.061224489795918366
781,GR,Grisons,9,English,Male,Day,33,0.2727272727272727
782,GR,Grisons,5,German,Unknown,Day,13,0.6923076923076923
783,GR,Grisons,2,English,Unknown,Day,44,0.045454545454545456
784,GR,Grisons,3,English,Female,Day,1,1.0
785,GR,Grisons,4,English,Unknown,Night,11,-0.09090909090909093
786,GR,Grisons,9,German,Unknown,Day,18,1.0
787,GR,Grisons,1,German,Male,Day,6,1.0
788,GR,Grisons,6,English,Unknown,Day,69,0.028985507246376805
789,GR,Grisons,10,English,Male,Night,17,0.29411764705882354
790,GR,Grisons,8,English,Unknown,Night,26,0.5384615384615384
791,GR,Grisons,3,German,Male,Night,9,1.0
792,GR,Grisons,9,English,Female,Night,3,0.3333333333333333
793,GR,Grisons,5,German,Male,Day,16,1.0
794,GR,Grisons,2,English,Male,Day,65,0.16923076923076924
795,GR,Grisons,7,German,Male,Night,3,1.0
796,GR,Grisons,4,English,Male,Night,13,0.4615384615384616
797,GR,Grisons,10,German,Unknown,Day,9,0.7777777777777778
798,GR,Grisons,9,German,Male,Day,14,0.8571428571428571
799,GR,Grisons,6,English,Male,Day,52,0.2692307692307692
800,GR,Grisons,10,English,Female,Day,10,1.0
801,GR,Grisons,2,German,Unknown,Day,15,1.0
802,GR,Grisons,8,English,Male,Night,27,0.1851851851851852
803,GR,Grisons,4,German,Unknown,Night,2,1.0
804,GR,Grisons,1,English,Unknown,Night,13,0.15384615384615385
805,GR,Grisons,5,German,Female,Night,1,1.0
806,GR,Grisons,6,German,Unknown,Day,7,1.0
807,GR,Grisons,3,English,Unknown,Day,40,0.125
808,GR,Grisons,4,English,Female,Day,3,0.6666666666666666
809,GR,Grisons,10,German,Male,Night,7,1.0
810,GR,Grisons,8,German,Unknown,Night,5,1.0
811,GR,Grisons,5,English,Unknown,Night,49,-0.061224489795918366
812,GR,Grisons,9,German,Female,Night,1,1.0
813,GR,Grisons,6,English,Female,Night,1,0.0
814,GR,Grisons,7,English,Unknown,Day,70,0.2714285714285714
815,GR,Grisons,2,German,Male,Day,17,0.7647058823529411
816,GR,Grisons,8,English,Female,Day,1,0.0
817,GR,Grisons,9,English,Unknown,Night,50,0.1
818,GR,Grisons,4,German,Male,Night,13,1.0
819,GR,Grisons,1,English,Male,Night,11,0.09090909090909093
820,GR,Grisons,6,German,Male,Day,10,1.0
821,GR,Grisons,3,English,Male,Day,43,0.3488372093023256
822,GR,Grisons,8,German,Male,Night,10,1.0
823,GR,Grisons,5,English,Male,Night,14,0.14285714285714285
824,GR,Grisons,1,French,Male,Day,1,1.0
825,GR,Grisons,7,English,Male,Day,40,0.4
826,GR,Grisons,3,German,Unknown,Day,6,0.6666666666666666
827,GR,Grisons,4,German,Female,Day,1,1.0
828,GR,Grisons,10,English,Unknown,Night,21,0.19047619047619047
829,GR,Grisons,1,English,Female,Day,1,0.0
830,GR,Grisons,9,English,Male,Night,12,0.08333333333333333
831,GR,Grisons,5,German,Unknown,Night,3,1.0
832,GR,Grisons,2,English,Unknown,Night,8,0.25
833,GR,Grisons,4,English,Unknown,Day,55,0.16363636363636366
834,GR,Grisons,8,German,Female,Day,1,1.0
835,GR,Grisons,5,English,Female,Day,1,1.0
836,GR,Grisons,9,German,Unknown,Night,4,1.0
837,GR,Grisons,6,English,Unknown,Night,11,0.09090909090909093
838,GR,Grisons,1,German,Male,Night,4,0.5
839,GR,Grisons,10,English,Male,Day,49,0.20408163265306126
840,GR,Grisons,8,English,Unknown,Day,128,0.171875
841,GR,Grisons,3,German,Male,Day,38,0.9473684210526316
842,GR,Grisons,9,English,Female,Day,5,0.4
843,JU,Jura,1,French,Male,Day,1,1.0
844,JU,Jura,7,English,Male,Day,3,-0.3333333333333333
845,JU,Jura,10,English,Unknown,Night,11,0.18181818181818185
846,JU,Jura,9,English,Male,Night,7,0.2857142857142857
847,JU,Jura,5,French,Male,Day,3,1.0
848,JU,Jura,2,English,Unknown,Day,12,0.08333333333333333
849,JU,Jura,4,English,Unknown,Night,38,0.2631578947368421
850,JU,Jura,10,French,Unknown,Day,1,1.0
851,JU,Jura,9,French,Male,Day,2,1.0
852,JU,Jura,6,English,Unknown,Day,11,0.0
853,JU,Jura,10,English,Male,Day,20,0.3
854,JU,Jura,8,English,Unknown,Night,3,-0.3333333333333333
855,JU,Jura,2,English,Male,Night,4,0.0
856,JU,Jura,4,French,Unknown,Day,1,1.0
857,JU,Jura,4,English,Male,Day,5,0.2
858,JU,Jura,9,German,Male,Night,1,1.0
859,JU,Jura,6,English,Male,Night,9,-0.2222222222222222
860,JU,Jura,8,French,Unknown,Day,3,1.0
861,JU,Jura,8,English,Male,Day,6,0.3333333333333333
862,JU,Jura,4,French,Male,Night,2,1.0
863,JU,Jura,1,English,Unknown,Night,9,0.0
864,JU,Jura,6,French,Male,Day,1,1.0
865,JU,Jura,3,English,Unknown,Day,14,0.07142857142857142
866,JU,Jura,8,French,Male,Night,1,1.0
867,JU,Jura,5,English,Unknown,Night,10,-0.3
868,JU,Jura,1,French,Unknown,Day,2,1.0
869,JU,Jura,7,English,Unknown,Day,13,0.3076923076923077
870,JU,Jura,1,English,Male,Day,1,0.0
871,JU,Jura,9,English,Unknown,Night,4,-0.5
872,JU,Jura,3,English,Male,Night,1,0.0
873,JU,Jura,5,English,Male,Day,6,0.16666666666666666
874,JU,Jura,1,French,Male,Night,2,1.0
875,JU,Jura,7,English,Male,Night,1,1.0
876,JU,Jura,3,French,Male,Day,3,1.0
877,JU,Jura,10,English,Unknown,Day,7,0.0
878,JU,Jura,9,English,Male,Day,10,-0.2
879,JU,Jura,5,French,Male,Night,1,1.0
880,JU,Jura,2,English,Unknown,Night,10,0.2
881,JU,Jura,4,English,Unknown,Day,54,0.3148148148148148
882,JU,Jura,9,French,Male,Night,1,1.0
883,JU,Jura,6,English,Unknown,Night,16,-0.0625
884,JU,Jura,10,English,Male,Night,1,0.0
885,JU,Jura,8,English,Unknown,Day,16,0.125
886,JU,Jura,2,English,Male,Day,3,0.3333333333333333
887,JU,Jura,4,French,Unknown,Night,1,1.0
888,JU,Jura,10,French,Male,Day,4,1.0
889,JU,Jura,4,English,Male,Night,3,0.6666666666666666
890,JU,Jura,9,German,Male,Day,1,1.0
891,JU,Jura,8,French,Unknown,Night,1,1.0
892,JU,Jura,6,English,Male,Day,1,1.0
893,JU,Jura,8,English,Male,Night,13,0.38461538461538464
894,JU,Jura,4,French,Male,Day,3,1.0
895,JU,Jura,1,English,Unknown,Day,33,0.0
896,JU,Jura,6,French,Male,Night,3,1.0
897,JU,Jura,6,German,Unknown,Night,1,1.0
898,JU,Jura,3,English,Unknown,Night,14,0.42857142857142855
899,JU,Jura,8,French,Male,Day,2,1.0
900,JU,Jura,5,English,Unknown,Day,16,0.125
901,JU,Jura,1,French,Unknown,Night,1,1.0
902,JU,Jura,7,English,Unknown,Night,8,0.0
903,JU,Jura,1,English,Male,Night,4,0.0
904,JU,Jura,3,French,Unknown,Day,5,1.0
905,JU,Jura,9,English,Unknown,Day,8,-0.125
906,JU,Jura,3,English,Male,Day,2,1.0
907,JU,Jura,5,French,Unknown,Night,1,1.0
908,JU,Jura,5,English,Male,Night,2,0.0
909,LU,Lucerne,6,German,Female,Night,2,1.0
910,LU,Lucerne,3,English,Female,Night,83,0.012048192771084338
911,LU,Lucerne,5,German,Unknown,Day,64,0.84375
912,LU,Lucerne,2,English,Unknown,Day,226,0.2256637168141593
913,LU,Lucerne,8,German,Female,Day,4,1.0
914,LU,Lucerne,5,English,Female,Day,116,0.3103448275862069
915,LU,Lucerne,7,German,Unknown,Night,4,1.0
916,LU,Lucerne,4,English,Unknown,Night,101,0.31683168316831684
917,LU,Lucerne,1,German,Male,Night,3,1.0
918,LU,Lucerne,7,English,Female,Night,95,0.09473684210526316
919,LU,Lucerne,9,German,Unknown,Day,26,0.8461538461538461
920,LU,Lucerne,6,English,Unknown,Day,388,0.2603092783505155
921,LU,Lucerne,10,English,Male,Day,223,0.2286995515695067
922,LU,Lucerne,3,German,Male,Day,19,1.0
923,LU,Lucerne,9,English,Female,Day,200,0.345
924,LU,Lucerne,8,English,Unknown,Night,143,0.2307692307692308
925,LU,Lucerne,5,German,Male,Night,13,1.0
926,LU,Lucerne,2,English,Male,Night,148,0.12837837837837834
927,LU,Lucerne,7,German,Male,Day,3,1.0
928,LU,Lucerne,4,English,Male,Day,236,0.19915254237288132
