,canton_code,canton,month,language,gender,time_period,count,sentiment
929,LU,Lucerne,10,German,Unknown,Night,13,1.0
930,LU,Lucerne,9,German,Male,Night,6,1.0
931,LU,Lucerne,6,English,Male,Night,134,0.19402985074626866
932,LU,Lucerne,8,English,Male,Day,195,0.21025641025641026
933,LU,Lucerne,2,German,Unknown,Day,27,1.0
934,LU,Lucerne,5,German,Female,Day,12,1.0
935,LU,Lucerne,2,English,Female,Day,90,0.011111111111111113
936,LU,Lucerne,4,German,Unknown,Night,14,0.8571428571428571
937,LU,Lucerne,1,English,Unknown,Night,92,0.021739130434782608
938,LU,Lucerne,4,English,Female,Night,69,0.13043478260869565
939,LU,Lucerne,6,German,Unknown,Day,40,0.9
940,LU,Lucerne,10,German,Male,Day,17,0.8823529411764706
941,LU,Lucerne,3,English,Unknown,Day,298,0.3087248322147651
942,LU,Lucerne,8,French,Male,Night,1,1.0
943,LU,Lucerne,9,German,Female,Day,12,0.8333333333333334
944,LU,Lucerne,6,English,Female,Day,120,0.2333333333333333
945,LU,Lucerne,8,German,Unknown,Night,14,0.8571428571428571
946,LU,Lucerne,5,English,Unknown,Night,136,0.2647058823529412
947,LU,Lucerne,2,German,Male,Night,7,0.7142857142857143
948,LU,Lucerne,8,English,Female,Night,76,0.03947368421052632
949,LU,Lucerne,7,English,Unknown,Day,336,0.28273809523809523
950,LU,Lucerne,4,German,Male,Day,28,0.9285714285714286
951,LU,Lucerne,1,English,Male,Day,134,0.01492537313432836
952,LU,Lucerne,9,English,Unknown,Night,155,0.36774193548387096
953,LU,Lucerne,6,German,Male,Night,6,1.0
954,LU,Lucerne,3,English,Male,Night,136,0.15441176470588236
955,LU,Lucerne,8,German,Male,Day,18,1.0
956,LU,Lucerne,5,English,Male,Day,311,0.21543408360128616
957,LU,Lucerne,2,German,Female,Day,3,1.0
958,LU,Lucerne,7,English,Male,Night,91,0.16483516483516486
959,LU,Lucerne,9,French,Unknown,Day,1,1.0
960,LU,Lucerne,1,German,Unknown,Night,3,1.0
961,LU,Lucerne,4,German,Female,Night,2,0.0
962,LU,Lucerne,10,English,Unknown,Day,509,0.3929273084479371
963,LU,Lucerne,1,English,Female,Night,22,0.0
964,LU,Lucerne,9,English,Male,Day,173,0.2543352601156069
965,LU,Lucerne,3,German,Unknown,Day,36,0.9444444444444444
966,LU,Lucerne,6,German,Female,Day,8,1.0
967,LU,Lucerne,3,English,Female,Day,85,0.15294117647058825
968,LU,Lucerne,5,German,Unknown,Night,19,0.8947368421052632
969,LU,Lucerne,2,English,Unknown,Night,99,0.16161616161616166
970,LU,Lucerne,8,German,Female,Night,2,1.0
971,LU,Lucerne,5,English,Female,Night,71,0.056338028169014086
972,LU,Lucerne,7,German,Unknown,Day,4,1.0
973,LU,Lucerne,4,English,Unknown,Day,315,0.21904761904761905
974,LU,Lucerne,1,German,Male,Day,8,1.0
975,LU,Lucerne,7,English,Female,Day,198,0.297979797979798
976,LU,Lucerne,9,German,Unknown,Night,8,0.75
977,LU,Lucerne,6,English,Unknown,Night,120,0.2
978,LU,Lucerne,10,English,Male,Night,109,0.1559633027522936
979,LU,Lucerne,3,German,Male,Night,5,1.0
980,LU,Lucerne,9,English,Female,Night,94,0.425531914893617
981,LU,Lucerne,8,English,Unknown,Day,508,0.4153543307086614
982,LU,Lucerne,5,German,Male,Day,27,1.0
983,LU,Lucerne,2,English,Male,Day,187,0.18181818181818185
984,LU,Lucerne,4,English,Male,Night,116,0.2844827586206897
985,LU,Lucerne,9,French,Female,Day,2,1.0
986,LU,Lucerne,10,German,Unknown,Day,23,0.9130434782608696
987,LU,Lucerne,9,German,Male,Day,31,0.935483870967742
988,LU,Lucerne,6,English,Male,Day,348,0.1867816091954023
989,LU,Lucerne,10,English,Female,Day,165,0.3151515151515151
990,LU,Lucerne,3,German,Female,Day,3,1.0
991,LU,Lucerne,10,English,Female,Night,90,0.4888888888888889
992,LU,Lucerne,8,English,Male,Night,72,0.1527777777777778
993,LU,Lucerne,2,German,Unknown,Night,8,1.0
994,LU,Lucerne,5,German,Female,Night,1,1.0
995,LU,Lucerne,2,English,Female,Night,83,0.024096385542168683
996,LU,Lucerne,4,German,Unknown,Day,33,0.9393939393939394
997,LU,Lucerne,1,English,Unknown,Day,177,0.01694915254237288
998,LU,Lucerne,4,English,Female,Day,105,0.08571428571428573
999,LU,Lucerne,10,German,Male,Night,8,1.0
1000,LU,Lucerne,6,German,Unknown,Night,9,0.7777777777777778
1001,LU,Lucerne,3,English,Unknown,Night,101,0.2871287128712871
1002,LU,Lucerne,9,German,Female,Night,3,1.0
1003,LU,Lucerne,6,English,Female,Night,60,-0.016666666666666666
1004,LU,Lucerne,8,German,Unknown,Day,31,1.0
1005,LU,Lucerne,5,English,Unknown,Day,464,0.2909482758620689
1006,LU,Lucerne,2,German,Male,Day,19,1.0
1007,LU,Lucerne,8,English,Female,Day,158,0.16455696202531644
1008,LU,Lucerne,7,English,Unknown,Night,115,0.4521739130434783
1009,LU,Lucerne,4,German,Male,Night,8,1.0
1010,LU,Lucerne,1,English,Male,Night,98,0.0
1011,LU,Lucerne,9,English,Unknown,Day,511,0.40313111545988256
1012,LU,Lucerne,6,German,Male,Day,13,1.0
1013,LU,Lucerne,3,English,Male,Day,235,0.2765957446808511
1014,LU,Lucerne,10,German,Female,Day,5,1.0
1015,LU,Lucerne,8,German,Male,Night,8,0.75
1016,LU,Lucerne,10,German,Female,Night,1,1.0
1017,LU,Lucerne,5,English,Male,Night,177,0.19209039548022602
1018,LU,Lucerne,2,German,Female,Night,1,1.0
1019,LU,Lucerne,7,English,Male,Day,196,0.17346938775510204
1020,LU,Lucerne,1,German,Unknown,Day,14,1.0
1021,LU,Lucerne,3,French,Male,Night,1,1.0
1022,LU,Lucerne,4,German,Female,Day,9,0.7777777777777778
1023,LU,Lucerne,10,English,Unknown,Night,101,0.3564356435643564
1024,LU,Lucerne,1,English,Female,Day,50,0.02
1025,LU,Lucerne,9,English,Male,Night,97,0.14432989690721648
1026,LU,Lucerne,3,German,Unknown,Night,11,0.6363636363636364
1027,NE,Neuchâtel,8,English,Male,Day,192,0.3333333333333333
1028,NE,Neuchâtel,2,English,Female,Day,15,0.26666666666666666
1029,NE,Neuchâtel,1,English,Unknown,Night,20,0.0
1030,NE,Neuchâtel,6,French,Male,Day,1,1.0
1031,NE,Neuchâtel,4,English,Female,Night,10,0.5
1032,NE,Neuchâtel,10,French,Female,Day,1,-1.0
1033,NE,Neuchâtel,10,German,Male,Day,5,1.0
1034,NE,Neuchâtel,3,English,Unknown,Day,37,0.2432432432432433
1035,NE,Neuchâtel,6,English,Female,Day,17,0.17647058823529413
1036,NE,Neuchâtel,5,English,Unknown,Night,33,0.21212121212121213
1037,NE,Neuchâtel,2,German,Male,Night,2,1.0
1038,NE,Neuchâtel,8,English,Female,Night,2,0.0
1039,NE,Neuchâtel,1,French,Unknown,Day,2,1.0
1040,NE,Neuchâtel,7,English,Unknown,Day,139,0.2158273381294964
1041,NE,Neuchâtel,3,French,Unknown,Night,3,0.3333333333333333
1042,NE,Neuchâtel,1,English,Male,Day,65,0.0
1043,NE,Neuchâtel,9,English,Unknown,Night,63,0.1111111111111111
1044,NE,Neuchâtel,3,English,Male,Night,41,0.2682926829268293
1045,NE,Neuchâtel,5,French,Unknown,Day,10,1.0
1046,NE,Neuchâtel,8,German,Male,Day,7,1.0
1047,NE,Neuchâtel,5,English,Male,Day,201,0.31840796019900497
1048,NE,Neuchâtel,7,French,Unknown,Night,2,1.0
1049,NE,Neuchâtel,1,French,Male,Night,1,1.0
1050,NE,Neuchâtel,9,French,Unknown,Day,4,0.5
1051,NE,Neuchâtel,7,English,Male,Night,12,0.3333333333333333
1052,NE,Neuchâtel,3,French,Male,Day,3,1.0
1053,NE,Neuchâtel,10,English,Unknown,Day,80,0.25
1054,NE,Neuchâtel,1,English,Female,Night,6,0.0
1055,NE,Neuchâtel,9,English,Male,Day,193,0.32642487046632124
1056,NE,Neuchâtel,5,French,Male,Night,3,1.0
1057,NE,Neuchâtel,3,English,Female,Day,15,0.2
1058,NE,Neuchâtel,2,English,Unknown,Night,41,0.07317073170731707
1059,NE,Neuchâtel,5,English,Female,Night,13,0.15384615384615385
1060,NE,Neuchâtel,4,English,Unknown,Day,22,0.18181818181818185
1061,NE,Neuchâtel,10,French,Unknown,Night,3,0.3333333333333333
1062,NE,Neuchâtel,1,German,Male,Day,1,1.0
1063,NE,Neuchâtel,7,English,Female,Day,13,-0.07692307692307693
1064,NE,Neuchâtel,6,English,Unknown,Night,66,0.12121212121212123
1065,NE,Neuchâtel,10,English,Male,Night,20,0.15
1066,NE,Neuchâtel,3,German,Male,Night,2,1.0
1067,NE,Neuchâtel,2,French,Unknown,Day,5,1.0
1068,NE,Neuchâtel,9,English,Female,Night,2,0.5
1069,NE,Neuchâtel,8,English,Unknown,Day,90,0.26666666666666666
1070,NE,Neuchâtel,5,German,Male,Day,3,1.0
1071,NE,Neuchâtel,2,English,Male,Day,102,0.27450980392156865
1072,NE,Neuchâtel,4,French,Unknown,Night,2,1.0
1073,NE,Neuchâtel,7,German,Male,Night,1,1.0
1074,NE,Neuchâtel,6,French,Unknown,Day,13,0.8461538461538461
1075,NE,Neuchâtel,4,English,Male,Night,11,0.2727272727272727
1076,NE,Neuchâtel,10,French,Male,Day,2,1.0
1077,NE,Neuchâtel,9,German,Male,Day,1,1.0
1078,NE,Neuchâtel,6,English,Male,Day,213,0.3192488262910798
1079,NE,Neuchâtel,10,English,Female,Day,15,0.0
1080,NE,Neuchâtel,2,French,Male,Night,3,1.0
1081,NE,Neuchâtel,8,English,Male,Night,23,0.21739130434782608
1082,NE,Neuchâtel,4,French,Male,Day,1,1.0
1083,NE,Neuchâtel,2,English,Female,Night,1,0.0
1084,NE,Neuchâtel,1,English,Unknown,Day,22,0.0
1085,NE,Neuchâtel,6,French,Male,Night,1,-1.0
1086,NE,Neuchâtel,4,English,Female,Day,24,0.16666666666666666
1087,NE,Neuchâtel,10,German,Male,Night,2,1.0
1088,NE,Neuchâtel,3,English,Unknown,Night,47,0.1276595744680851
1089,NE,Neuchâtel,6,English,Female,Night,7,0.14285714285714285
1090,NE,Neuchâtel,5,English,Unknown,Day,53,0.05660377358490566
1091,NE,Neuchâtel,8,English,Female,Day,20,0.0
1092,NE,Neuchâtel,1,French,Unknown,Night,2,1.0
1093,NE,Neuchâtel,7,English,Unknown,Night,88,0.2727272727272727
1094,NE,Neuchâtel,4,German,Male,Night,1,1.0
1095,NE,Neuchâtel,3,French,Unknown,Day,5,0.2
1096,NE,Neuchâtel,1,English,Male,Night,34,0.0
1097,NE,Neuchâtel,9,English,Unknown,Day,70,0.22857142857142854
1098,NE,Neuchâtel,6,German,Male,Day,2,1.0
1099,NE,Neuchâtel,3,English,Male,Day,139,0.2949640287769784
1100,NE,Neuchâtel,5,French,Unknown,Night,1,1.0
1101,NE,Neuchâtel,8,French,Female,Night,1,1.0
1102,NE,Neuchâtel,8,German,Male,Night,3,1.0
1103,NE,Neuchâtel,5,English,Male,Night,19,0.42105263157894735
1104,NE,Neuchâtel,7,French,Unknown,Day,2,1.0
1105,NE,Neuchâtel,7,English,Male,Day,156,0.3205128205128205
1106,NE,Neuchâtel,3,French,Male,Night,2,1.0
1107,NE,Neuchâtel,10,English,Unknown,Night,97,0.3711340206185567
1108,NE,Neuchâtel,1,English,Female,Day,6,0.0
1109,NE,Neuchâtel,9,English,Male,Night,24,0.375
1110,NE,Neuchâtel,5,French,Male,Day,5,1.0
1111,NE,Neuchâtel,3,English,Female,Night,5,-0.6
1112,NE,Neuchâtel,2,English,Unknown,Day,38,0.05263157894736842
1113,NE,Neuchâtel,5,English,Female,Day,32,0.09375
1114,NE,Neuchâtel,4,English,Unknown,Night,34,0.1176470588235294
1115,NE,Neuchâtel,10,French,Unknown,Day,10,0.8
1116,NE,Neuchâtel,7,English,Female,Night,2,0.5
1117,NE,Neuchâtel,6,English,Unknown,Day,125,0.16
1118,NE,Neuchâtel,10,English,Male,Day,181,0.3425414364640884
1119,NE,Neuchâtel,3,German,Male,Day,5,0.6
1120,NE,Neuchâtel,9,English,Female,Day,31,0.0
1121,NE,Neuchâtel,8,English,Unknown,Night,72,0.2222222222222222
1122,NE,Neuchâtel,5,French,Female,Night,1,1.0
1123,NE,Neuchâtel,2,English,Male,Night,41,0.12195121951219512
1124,NE,Neuchâtel,4,French,Unknown,Day,6,0.6666666666666666
1125,NE,Neuchâtel,4,English,Male,Day,162,0.25308641975308643
1126,NE,Neuchâtel,6,French,Unknown,Night,4,1.0
1127,NE,Neuchâtel,9,German,Male,Night,1,1.0
1128,NE,Neuchâtel,6,English,Male,Night,19,0.2631578947368421
1129,NE,Neuchâtel,8,French,Unknown,Day,4,1.0
1130,NE,Neuchâtel,10,English,Female,Night,1,0.0
1131,NE,Neuchâtel,2,French,Male,Day,4,1.0
1132,NW,Nidwalden,4,German,Male,Night,2,1.0
1133,NW,Nidwalden,3,English,Male,Day,2,0.5
1134,NW,Nidwalden,7,English,Male,Day,17,0.17647058823529413
1135,NW,Nidwalden,5,German,Unknown,Day,1,-1.0
1136,NW,Nidwalden,2,English,Unknown,Day,1,-1.0
1137,NW,Nidwalden,4,English,Unknown,Night,10,0.0
1138,NW,Nidwalden,10,English,Male,Day,9,0.4444444444444444
1139,NW,Nidwalden,6,English,Unknown,Day,6,0.5
1140,NW,Nidwalden,4,English,Male,Day,3,1.0
1141,NW,Nidwalden,6,English,Male,Night,5,0.4
1142,NW,Nidwalden,8,English,Male,Day,9,0.4444444444444444
1143,NW,Nidwalden,3,English,Unknown,Day,3,-0.6666666666666666
1144,NW,Nidwalden,6,English,Female,Day,5,0.2
1145,NW,Nidwalden,7,English,Unknown,Day,2,0.0
1146,NW,Nidwalden,3,English,Male,Night,2,0.5
1147,NW,Nidwalden,5,English,Male,Day,5,0.6
1148,NW,Nidwalden,7,English,Male,Night,1,0.0
1149,NW,Nidwalden,9,English,Male,Day,6,0.5
1150,NW,Nidwalden,4,English,Unknown,Day,15,0.0
1151,NW,Nidwalden,7,English,Female,Day,33,0.5757575757575758
1152,NW,Nidwalden,6,English,Unknown,Night,5,0.6
1153,NW,Nidwalden,2,English,Male,Day,4,0.25
1154,NW,Nidwalden,6,English,Male,Day,8,0.5
1155,NW,Nidwalden,3,English,Unknown,Night,2,0.0
1156,NW,Nidwalden,5,English,Unknown,Day,4,0.0
1157,OW,Obwalden,8,English,Unknown,Night,37,0.054054054054054064
1158,OW,Obwalden,9,English,Female,Night,1,0.0
1159,OW,Obwalden,2,English,Male,Night,7,-0.14285714285714285
1160,OW,Obwalden,7,German,Male,Day,1,1.0
1161,OW,Obwalden,4,English,Male,Day,16,0.1875
1162,OW,Obwalden,6,English,Male,Night,22,0.09090909090909093
1163,OW,Obwalden,8,English,Male,Day,47,0.2127659574468085
1164,OW,Obwalden,1,English,Unknown,Night,18,0.0
1165,OW,Obwalden,10,German,Male,Day,1,1.0
1166,OW,Obwalden,3,English,Unknown,Day,28,0.10714285714285714
1167,OW,Obwalden,5,English,Unknown,Night,28,0.03571428571428571
1168,OW,Obwalden,7,English,Unknown,Day,46,0.043478260869565216
1169,OW,Obwalden,8,English,Female,Day,12,0.25
1170,OW,Obwalden,1,English,Male,Day,21,0.0
1171,OW,Obwalden,3,French,Unknown,Night,1,1.0
1172,OW,Obwalden,9,English,Unknown,Night,32,0.0625
1173,OW,Obwalden,3,English,Male,Night,9,0.4444444444444444
1174,OW,Obwalden,5,English,Male,Day,39,0.1794871794871795
1175,OW,Obwalden,7,English,Male,Night,31,0.2258064516129032
1176,OW,Obwalden,10,English,Unknown,Day,48,0.2916666666666667
1177,OW,Obwalden,9,English,Male,Day,46,0.1956521739130435
1178,OW,Obwalden,2,English,Unknown,Night,15,0.06666666666666668
1179,OW,Obwalden,4,English,Unknown,Day,29,0.03448275862068965
1180,OW,Obwalden,10,English,Male,Night,29,-0.10344827586206896
1181,OW,Obwalden,6,English,Unknown,Night,26,0.3461538461538461
1182,OW,Obwalden,7,English,Female,Night,2,0.0
1183,OW,Obwalden,8,English,Unknown,Day,67,0.2537313432835821
1184,OW,Obwalden,9,English,Female,Day,3,1.0
1185,OW,Obwalden,2,English,Male,Day,14,0.14285714285714285
1186,OW,Obwalden,4,English,Male,Night,16,0.1875
1187,OW,Obwalden,6,English,Male,Day,45,-0.04444444444444445
1188,OW,Obwalden,8,English,Male,Night,50,0.16
1189,OW,Obwalden,1,English,Unknown,Day,17,0.1176470588235294
1190,OW,Obwalden,3,English,Unknown,Night,29,0.13793103448275862
1191,OW,Obwalden,8,German,Unknown,Day,2,1.0
1192,OW,Obwalden,5,English,Unknown,Day,56,-0.017857142857142856
1193,OW,Obwalden,7,English,Unknown,Night,31,0.3870967741935484
1194,OW,Obwalden,8,English,Female,Night,6,0.0
1195,OW,Obwalden,4,German,Male,Night,1,1.0
1196,OW,Obwalden,1,English,Male,Night,5,0.0
1197,OW,Obwalden,9,English,Unknown,Day,51,0.0784313725490196
1198,OW,Obwalden,6,German,Male,Day,1,1.0
1199,OW,Obwalden,3,English,Male,Day,17,0.17647058823529413
1200,OW,Obwalden,5,English,Male,Night,30,-0.06666666666666668
1201,OW,Obwalden,7,English,Male,Day,57,0.2982456140350877
1202,OW,Obwalden,10,English,Unknown,Night,24,0.3333333333333333
1203,OW,Obwalden,9,English,Male,Night,27,0.1111111111111111
1204,OW,Obwalden,3,German,Unknown,Night,1,1.0
1205,OW,Obwalden,2,English,Unknown,Day,42,0.047619047619047616
1206,OW,Obwalden,4,English,Unknown,Night,20,0.1
1207,OW,Obwalden,6,English,Unknown,Day,34,-0.05882352941176471
1208,OW,Obwalden,10,English,Male,Day,50,0.04
1209,OW,Obwalden,7,English,Female,Day,1,0.0
1210,OW,Obwalden,3,German,Male,Day,3,1.0
1211,SH,Schaffhausen,5,German,Unknown,Day,5,1.0
1212,SH,Schaffhausen,2,English,Unknown,Day,50,0.22
1213,SH,Schaffhausen,6,German,Female,Day,13,0.6923076923076923
1214,SH,Schaffhausen,3,English,Female,Day,2,0.0
1215,SH,Schaffhausen,4,English,Unknown,Night,36,0.3611111111111111
1216,SH,Schaffhausen,8,German,Female,Night,5,1.0
1217,SH,Schaffhausen,5,English,Female,Night,3,0.0
1218,SH,Schaffhausen,1,German,Male,Night,1,1.0
1219,SH,Schaffhausen,9,German,Unknown,Day,3,0.3333333333333333
1220,SH,Schaffhausen,6,English,Unknown,Day,49,0.22448979591836732
1221,SH,Schaffhausen,10,English,Male,Day,67,0.20895522388059698
1222,SH,Schaffhausen,7,English,Female,Day,3,0.3333333333333333
1223,SH,Schaffhausen,3,German,Male,Day,4,1.0
1224,SH,Schaffhausen,8,English,Unknown,Night,27,0.14814814814814814
1225,SH,Schaffhausen,9,English,Female,Night,2,0.5
1226,SH,Schaffhausen,5,German,Male,Night,2,1.0
1227,SH,Schaffhausen,2,English,Male,Night,32,0.09375
1228,SH,Schaffhausen,4,English,Male,Day,57,0.2807017543859649
1229,SH,Schaffhausen,10,German,Unknown,Night,1,1.0
1230,SH,Schaffhausen,9,German,Male,Night,2,1.0
1231,SH,Schaffhausen,6,English,Male,Night,7,0.7142857142857143
1232,SH,Schaffhausen,1,German,Female,Night,2,1.0
1233,SH,Schaffhausen,8,English,Male,Day,19,0.3157894736842105
1234,SH,Schaffhausen,10,English,Female,Day,1,0.0
1235,SH,Schaffhausen,2,German,Unknown,Day,27,1.0
1236,SH,Schaffhausen,3,German,Female,Day,5,0.6
1237,SH,Schaffhausen,4,German,Unknown,Night,28,1.0
1238,SH,Schaffhausen,1,English,Unknown,Night,5,0.0
1239,SH,Schaffhausen,5,German,Female,Night,2,1.0
1240,SH,Schaffhausen,2,English,Female,Night,3,0.0
1241,SH,Schaffhausen,10,German,Male,Day,3,1.0
1242,SH,Schaffhausen,6,German,Unknown,Day,4,1.0
1243,SH,Schaffhausen,3,English,Unknown,Day,37,0.1891891891891892
1244,SH,Schaffhausen,4,English,Female,Day,4,0.25
1245,SH,Schaffhausen,8,German,Unknown,Night,1,1.0
1246,SH,Schaffhausen,5,English,Unknown,Night,23,0.08695652173913042
1247,SH,Schaffhausen,6,English,Female,Night,1,0.0
1248,SH,Schaffhausen,7,English,Unknown,Day,39,0.3333333333333333
1249,SH,Schaffhausen,8,English,Female,Day,3,0.0
1250,SH,Schaffhausen,4,German,Male,Day,3,1.0
1251,SH,Schaffhausen,1,English,Male,Day,33,0.0
1252,SH,Schaffhausen,9,English,Unknown,Night,24,0.2916666666666667
1253,SH,Schaffhausen,6,German,Male,Night,3,1.0
1254,SH,Schaffhausen,3,English,Male,Night,23,-0.08695652173913042
1255,SH,Schaffhausen,10,German,Female,Day,2,0.0
1256,SH,Schaffhausen,5,English,Male,Day,80,0.1625
1257,SH,Schaffhausen,7,English,Male,Night,12,0.25
1258,SH,Schaffhausen,1,German,Unknown,Night,20,1.0
1259,SH,Schaffhausen,2,German,Female,Night,1,1.0
1260,SH,Schaffhausen,10,English,Unknown,Day,64,0.296875
1261,SH,Schaffhausen,9,English,Male,Day,31,0.2903225806451613
1262,SH,Schaffhausen,3,German,Unknown,Day,29,1.0
1263,SH,Schaffhausen,4,German,Female,Day,10,1.0
1264,SH,Schaffhausen,1,English,Female,Day,1,0.0
1265,SH,Schaffhausen,5,German,Unknown,Night,3,1.0
1266,SH,Schaffhausen,2,English,Unknown,Night,36,0.19444444444444445
1267,SH,Schaffhausen,6,German,Female,Night,1,1.0
1268,SH,Schaffhausen,3,English,Female,Night,2,0.0
1269,SH,Schaffhausen,4,English,Unknown,Day,50,0.48
1270,SH,Schaffhausen,8,German,Female,Day,5,1.0
1271,SH,Schaffhausen,5,English,Female,Day,2,0.0
1272,SH,Schaffhausen,1,German,Male,Day,5,1.0
1273,SH,Schaffhausen,9,German,Unknown,Night,1,1.0
1274,SH,Schaffhausen,10,English,Male,Night,41,-0.0975609756097561
1275,SH,Schaffhausen,6,English,Unknown,Night,18,0.1111111111111111
1276,SH,Schaffhausen,7,English,Female,Night,4,0.25
1277,SH,Schaffhausen,8,English,Unknown,Day,49,0.3673469387755102
1278,SH,Schaffhausen,9,English,Female,Day,2,0.0
1279,SH,Schaffhausen,5,German,Male,Day,7,1.0
1280,SH,Schaffhausen,2,English,Male,Day,110,0.03636363636363636
1281,SH,Schaffhausen,7,German,Male,Night,1,-1.0
1282,SH,Schaffhausen,4,English,Male,Night,31,0.03225806451612903
1283,SH,Schaffhausen,10,German,Unknown,Day,2,1.0
1284,SH,Schaffhausen,9,German,Male,Day,1,1.0
1285,SH,Schaffhausen,6,English,Male,Day,30,0.43333333333333335
1286,SH,Schaffhausen,1,German,Female,Day,10,1.0
1287,SH,Schaffhausen,8,English,Male,Night,11,0.3636363636363637
1288,SH,Schaffhausen,2,German,Unknown,Night,32,1.0
1289,SH,Schaffhausen,3,German,Female,Night,2,1.0
1290,SH,Schaffhausen,4,German,Unknown,Day,26,1.0
1291,SH,Schaffhausen,5,German,Female,Day,12,0.6666666666666666
1292,SH,Schaffhausen,1,English,Unknown,Day,17,0.0
1293,SH,Schaffhausen,6,German,Unknown,Night,1,1.0
1294,SH,Schaffhausen,3,English,Unknown,Night,26,0.1153846153846154
1295,SH,Schaffhausen,4,English,Female,Night,1,0.0
1296,SH,Schaffhausen,8,German,Unknown,Day,7,1.0
1297,SH,Schaffhausen,5,English,Unknown,Day,31,0.2903225806451613
1298,SH,Schaffhausen,6,English,Female,Day,4,-0.25
1299,SH,Schaffhausen,2,German,Male,Day,2,1.0
1300,SH,Schaffhausen,7,English,Unknown,Night,21,0.19047619047619047
1301,SH,Schaffhausen,8,English,Female,Night,4,0.0
1302,SH,Schaffhausen,4,German,Male,Night,1,1.0
1303,SH,Schaffhausen,1,English,Male,Night,17,0.05882352941176471
1304,SH,Schaffhausen,9,English,Unknown,Day,59,0.288135593220339
1305,SH,Schaffhausen,3,English,Male,Day,160,-0.00625
1306,SH,Schaffhausen,8,German,Male,Night,2,1.0
1307,SH,Schaffhausen,5,English,Male,Night,35,0.17142857142857146
1308,SH,Schaffhausen,7,English,Male,Day,29,0.2413793103448276
1309,SH,Schaffhausen,1,German,Unknown,Day,17,1.0
1310,SH,Schaffhausen,2,German,Female,Day,3,1.0
1311,SH,Schaffhausen,10,English,Unknown,Night,33,0.15151515151515152
1312,SH,Schaffhausen,9,English,Male,Night,7,0.2857142857142857
1313,SH,Schaffhausen,3,German,Unknown,Night,38,1.0
1314,SZ,Schwyz,5,English,Unknown,Day,6,0.5
1315,SZ,Schwyz,2,German,Male,Day,1,1.0
1316,SZ,Schwyz,7,English,Unknown,Night,7,0.0
1317,SZ,Schwyz,1,English,Male,Night,4,0.25
1318,SZ,Schwyz,9,English,Unknown,Day,12,0.25
1319,SZ,Schwyz,3,English,Male,Day,19,0.3684210526315789
1320,SZ,Schwyz,5,English,Male,Night,20,0.75
1321,SZ,Schwyz,7,English,Male,Day,12,0.3333333333333333
1322,SZ,Schwyz,9,English,Male,Night,9,0.4444444444444444
1323,SZ,Schwyz,2,English,Unknown,Day,2,0.5
1324,SZ,Schwyz,4,English,Unknown,Night,1,0.0
1325,SZ,Schwyz,1,German,Male,Night,1,1.0
1326,SZ,Schwyz,9,German,Unknown,Day,1,1.0
1327,SZ,Schwyz,10,English,Male,Day,20,0.75
1328,SZ,Schwyz,6,English,Unknown,Day,3,0.6666666666666666
1329,SZ,Schwyz,3,German,Male,Day,2,1.0
1330,SZ,Schwyz,8,English,Unknown,Night,3,0.6666666666666666
1331,SZ,Schwyz,2,English,Male,Night,7,0.0
1332,SZ,Schwyz,4,English,Male,Day,40,0.55
1333,SZ,Schwyz,6,English,Male,Night,7,0.42857142857142855
1334,SZ,Schwyz,8,English,Male,Day,10,0.5
1335,SZ,Schwyz,6,German,Unknown,Day,1,1.0
1336,SZ,Schwyz,3,English,Unknown,Day,5,0.2
1337,SZ,Schwyz,7,English,Unknown,Day,14,0.2857142857142857
1338,SZ,Schwyz,1,English,Male,Day,7,0.0
1339,SZ,Schwyz,9,English,Unknown,Night,5,0.2
1340,SZ,Schwyz,3,English,Male,Night,1,1.0
1341,SZ,Schwyz,8,German,Male,Day,1,1.0
1342,SZ,Schwyz,5,English,Male,Day,21,0.3809523809523809
1343,SZ,Schwyz,7,English,Male,Night,3,0.3333333333333333
1344,SZ,Schwyz,10,English,Unknown,Day,3,-0.6666666666666666
1345,SZ,Schwyz,9,English,Male,Day,29,0.4137931034482759
1346,SZ,Schwyz,4,English,Unknown,Day,2,0.5
1347,SZ,Schwyz,9,German,Unknown,Night,5,1.0
1348,SZ,Schwyz,10,English,Male,Night,8,0.875
1349,SZ,Schwyz,3,German,Male,Night,2,1.0
1350,SZ,Schwyz,8,English,Unknown,Day,6,0.6666666666666666
1351,SZ,Schwyz,5,German,Male,Day,1,1.0
1352,SZ,Schwyz,2,English,Male,Day,9,0.2222222222222222
1353,SZ,Schwyz,4,English,Male,Night,17,0.6470588235294118
1354,SZ,Schwyz,9,German,Male,Day,2,1.0
1355,SZ,Schwyz,6,English,Male,Day,28,0.5
1356,SZ,Schwyz,8,English,Male,Night,3,0.6666666666666666
1357,SZ,Schwyz,1,English,Unknown,Day,3,0.0
1358,SZ,Schwyz,6,German,Unknown,Night,1,1.0
1359,SZ,Schwyz,8,German,Unknown,Day,1,1.0
1360,SO,Solothurn,9,English,Female,Night,69,0.2608695652173913
1361,SO,Solothurn,5,German,Male,Day,20,0.8
1362,SO,Solothurn,2,English,Male,Day,31,0.03225806451612903
1363,SO,Solothurn,10,German,Unknown,Night,5,1.0
1364,SO,Solothurn,4,English,Male,Night,15,-0.06666666666666668
1365,SO,Solothurn,8,French,Unknown,Day,1,1.0
