,canton_code,canton,month,language,gender,time_period,sentiment
555,OW,Obwalden,6.0,German,Male,Day,1.0
556,OW,Obwalden,3.0,English,Male,Day,0.17647058823529413
557,OW,Obwalden,5.0,English,Male,Night,-0.06666666666666668
558,OW,Obwalden,7.0,English,Male,Day,0.2982456140350877
559,OW,Obwalden,10.0,English,Unknown,Night,0.3333333333333333
560,OW,Obwalden,9.0,English,Male,Night,0.1111111111111111
561,OW,Obwalden,3.0,German,Unknown,Night,1.0
562,OW,Obwalden,2.0,English,Unknown,Day,0.047619047619047616
563,OW,Obwalden,4.0,English,Unknown,Night,0.1
564,OW,Obwalden,10.0,English,Male,Day,0.04
565,OW,Obwalden,6.0,English,Unknown,Day,-0.05882352941176471
566,OW,Obwalden,7.0,English,Female,Day,0.0
567,OW,Obwalden,3.0,German,Male,Day,1.0
568,NW,Nidwalden,4.0,German,Male,Night,1.0
569,NW,Nidwalden,3.0,English,Male,Day,0.5
570,NW,Nidwalden,7.0,English,Male,Day,0.17647058823529413
571,NW,Nidwalden,5.0,German,Unknown,Day,-1.0
572,NW,Nidwalden,2.0,English,Unknown,Day,-1.0
573,NW,Nidwalden,4.0,English,Unknown,Night,0.0
574,NW,Nidwalden,6.0,English,Unknown,Day,0.5
575,NW,Nidwalden,10.0,English,Male,Day,0.4444444444444444
576,NW,Nidwalden,4.0,English,Male,Day,1.0
577,NW,Nidwalden,6.0,English,Male,Night,0.4
578,NW,Nidwalden,8.0,English,Male,Day,0.4444444444444444
579,NW,Nidwalden,3.0,English,Unknown,Day,-0.6666666666666666
580,NW,Nidwalden,6.0,English,Female,Day,0.2
581,NW,Nidwalden,7.0,English,Unknown,Day,0.0
582,NW,Nidwalden,3.0,English,Male,Night,0.5
583,NW,Nidwalden,5.0,English,Male,Day,0.6
584,NW,Nidwalden,7.0,English,Male,Night,0.0
585,NW,Nidwalden,9.0,English,Male,Day,0.5
586,NW,Nidwalden,4.0,English,Unknown,Day,0.0
587,NW,Nidwalden,7.0,English,Female,Day,0.5757575757575758
588,NW,Nidwalden,6.0,English,Unknown,Night,0.6
589,NW,Nidwalden,2.0,English,Male,Day,0.25
590,NW,Nidwalden,6.0,English,Male,Day,0.5
591,NW,Nidwalden,3.0,English,Unknown,Night,0.0
592,NW,Nidwalden,5.0,English,Unknown,Day,0.0
593,GL,Glarus,4.0,English,Male,Day,1.0
594,GL,Glarus,8.0,English,Male,Day,0.0
595,GL,Glarus,1.0,English,Unknown,Night,0.0
596,GL,Glarus,6.0,English,Female,Day,0.0
597,GL,Glarus,4.0,German,Male,Day,1.0
598,GL,Glarus,1.0,German,Unknown,Night,1.0
599,GL,Glarus,9.0,English,Male,Day,1.0
600,GL,Glarus,3.0,German,Unknown,Day,1.0
601,GL,Glarus,4.0,English,Unknown,Day,1.0
602,GL,Glarus,7.0,English,Female,Day,1.0
603,GL,Glarus,10.0,English,Male,Night,-1.0
604,GL,Glarus,4.0,German,Unknown,Day,1.0
605,GL,Glarus,8.0,German,Unknown,Day,1.0
606,GL,Glarus,2.0,German,Male,Day,1.0
607,GL,Glarus,7.0,English,Unknown,Night,-1.0
608,GL,Glarus,9.0,English,Unknown,Day,0.0
609,GL,Glarus,9.0,English,Male,Night,0.25
610,GL,Glarus,3.0,German,Unknown,Night,1.0
611,GL,Glarus,5.0,German,Unknown,Day,1.0
612,GL,Glarus,2.0,English,Unknown,Day,0.0
613,GL,Glarus,7.0,English,Female,Night,0.0
614,ZG,,,,,,
615,FR,Fribourg,7.0,French,Unknown,Day,1.0
616,FR,Fribourg,5.0,English,Male,Night,0.12244897959183673
617,FR,Fribourg,1.0,French,Male,Day,1.0
618,FR,Fribourg,7.0,English,Male,Day,0.05681818181818181
619,FR,Fribourg,9.0,French,Unknown,Night,1.0
620,FR,Fribourg,2.0,German,Female,Day,1.0
621,FR,Fribourg,3.0,French,Male,Night,1.0
622,FR,Fribourg,10.0,English,Unknown,Night,0.2948490230905861
623,FR,Fribourg,9.0,English,Male,Night,0.02325581395348837
624,FR,Fribourg,3.0,German,Unknown,Night,1.0
625,FR,Fribourg,5.0,French,Male,Day,1.0
626,FR,Fribourg,1.0,English,Female,Night,0.0
627,FR,Fribourg,5.0,German,Unknown,Day,1.0
628,FR,Fribourg,2.0,English,Unknown,Day,0.0797872340425532
629,FR,Fribourg,7.0,French,Male,Night,1.0
630,FR,Fribourg,3.0,English,Female,Day,0.42857142857142855
631,FR,Fribourg,4.0,English,Unknown,Night,0.14814814814814814
632,FR,Fribourg,10.0,French,Unknown,Day,1.0
633,FR,Fribourg,5.0,English,Female,Night,0.2
634,FR,Fribourg,9.0,French,Male,Day,1.0
635,FR,Fribourg,9.0,German,Unknown,Day,1.0
636,FR,Fribourg,6.0,English,Unknown,Day,0.043902439024390234
637,FR,Fribourg,10.0,English,Male,Day,0.22689075630252103
638,FR,Fribourg,7.0,English,Female,Day,-0.043478260869565216
639,FR,Fribourg,2.0,French,Unknown,Night,1.0
640,FR,Fribourg,8.0,English,Unknown,Night,0.2446351931330472
641,FR,Fribourg,9.0,English,Female,Night,0.05555555555555555
642,FR,Fribourg,2.0,English,Male,Night,-0.04838709677419355
643,FR,Fribourg,4.0,French,Unknown,Day,1.0
644,FR,Fribourg,5.0,French,Female,Day,1.0
645,FR,Fribourg,4.0,English,Male,Day,-0.09734513274336284
646,FR,Fribourg,6.0,French,Unknown,Night,1.0
647,FR,Fribourg,10.0,French,Male,Night,1.0
648,FR,Fribourg,7.0,French,Female,Night,1.0
649,FR,Fribourg,6.0,English,Male,Night,0.019230769230769232
650,FR,Fribourg,8.0,French,Unknown,Day,1.0
651,FR,Fribourg,9.0,French,Female,Day,1.0
652,FR,Fribourg,2.0,French,Male,Day,1.0
653,FR,Fribourg,8.0,English,Male,Day,0.18888888888888888
654,FR,Fribourg,10.0,English,Female,Day,0.0
655,FR,Fribourg,2.0,German,Unknown,Day,1.0
656,FR,Fribourg,3.0,German,Female,Day,1.0
657,FR,Fribourg,4.0,French,Male,Night,1.0
658,FR,Fribourg,1.0,English,Unknown,Night,0.013605442176870748
659,FR,Fribourg,6.0,French,Male,Day,1.0
660,FR,Fribourg,2.0,English,Female,Night,0.0
661,FR,Fribourg,3.0,English,Unknown,Day,0.047619047619047616
662,FR,Fribourg,8.0,French,Male,Night,1.0
663,FR,Fribourg,10.0,French,Female,Night,1.0
664,FR,Fribourg,5.0,English,Unknown,Night,0.059907834101382486
665,FR,Fribourg,6.0,English,Female,Night,-0.09090909090909093
666,FR,Fribourg,1.0,French,Unknown,Day,1.0
667,FR,Fribourg,7.0,English,Unknown,Day,0.09352517985611512
668,FR,Fribourg,8.0,English,Female,Day,0.3333333333333333
669,FR,Fribourg,1.0,English,Male,Day,0.0
670,FR,Fribourg,3.0,French,Unknown,Night,1.0
671,FR,Fribourg,9.0,English,Unknown,Night,0.2485380116959064
672,FR,Fribourg,3.0,English,Male,Night,0.2
673,FR,Fribourg,5.0,French,Unknown,Day,1.0
674,FR,Fribourg,6.0,French,Female,Day,1.0
675,FR,Fribourg,5.0,English,Male,Day,0.08396946564885496
676,FR,Fribourg,7.0,English,Male,Night,0.1282051282051282
677,FR,Fribourg,9.0,French,Unknown,Day,1.0
678,FR,Fribourg,1.0,German,Unknown,Night,1.0
679,FR,Fribourg,3.0,French,Male,Day,0.8947368421052632
680,FR,Fribourg,10.0,English,Unknown,Day,0.3534482758620689
681,FR,Fribourg,9.0,English,Male,Day,0.19444444444444445
682,FR,Fribourg,3.0,German,Unknown,Day,0.6666666666666666
683,FR,Fribourg,1.0,English,Female,Day,0.14285714285714285
684,FR,Fribourg,5.0,French,Male,Night,1.0
685,FR,Fribourg,5.0,German,Unknown,Night,1.0
686,FR,Fribourg,2.0,English,Unknown,Night,0.055276381909547735
687,FR,Fribourg,7.0,French,Male,Day,1.0
688,FR,Fribourg,3.0,English,Female,Night,0.25
689,FR,Fribourg,4.0,English,Unknown,Day,0.017543859649122806
690,FR,Fribourg,8.0,German,Female,Day,1.0
691,FR,Fribourg,10.0,French,Unknown,Night,1.0
692,FR,Fribourg,9.0,French,Male,Night,1.0
693,FR,Fribourg,5.0,English,Female,Day,0.13333333333333333
694,FR,Fribourg,9.0,German,Unknown,Night,1.0
695,FR,Fribourg,6.0,English,Unknown,Night,0.058577405857740586
696,FR,Fribourg,10.0,English,Male,Night,0.1282051282051282
697,FR,Fribourg,7.0,English,Female,Night,0.6666666666666666
698,FR,Fribourg,2.0,French,Unknown,Day,0.8333333333333334
699,FR,Fribourg,3.0,French,Female,Day,1.0
700,FR,Fribourg,8.0,English,Unknown,Day,0.2954545454545455
701,FR,Fribourg,5.0,German,Male,Day,1.0
702,FR,Fribourg,2.0,English,Male,Day,0.013605442176870748
703,FR,Fribourg,4.0,French,Unknown,Night,0.75
704,FR,Fribourg,5.0,French,Female,Night,1.0
705,FR,Fribourg,6.0,French,Unknown,Day,1.0
706,FR,Fribourg,4.0,English,Male,Night,-0.125
707,FR,Fribourg,10.0,French,Male,Day,1.0
708,FR,Fribourg,7.0,French,Female,Day,1.0
709,FR,Fribourg,10.0,German,Unknown,Day,1.0
710,FR,Fribourg,9.0,German,Male,Day,1.0
711,FR,Fribourg,6.0,English,Male,Day,0.11214953271028036
712,FR,Fribourg,8.0,French,Unknown,Night,1.0
713,FR,Fribourg,8.0,English,Male,Night,0.14814814814814814
714,FR,Fribourg,10.0,English,Female,Night,0.0
715,FR,Fribourg,2.0,German,Unknown,Night,1.0
716,FR,Fribourg,4.0,French,Male,Day,1.0
717,FR,Fribourg,4.0,German,Unknown,Day,1.0
718,FR,Fribourg,1.0,English,Unknown,Day,0.04301075268817205
719,FR,Fribourg,6.0,French,Male,Night,1.0
720,FR,Fribourg,2.0,English,Female,Day,0.16666666666666666
721,FR,Fribourg,6.0,German,Unknown,Night,1.0
722,FR,Fribourg,3.0,English,Unknown,Night,0.023809523809523808
723,FR,Fribourg,7.0,German,Female,Night,1.0
724,FR,Fribourg,4.0,English,Female,Night,0.0
725,FR,Fribourg,8.0,French,Male,Day,1.0
726,FR,Fribourg,10.0,French,Female,Day,1.0
727,FR,Fribourg,8.0,German,Unknown,Day,1.0
728,FR,Fribourg,5.0,English,Unknown,Day,0.04265402843601896
729,FR,Fribourg,6.0,English,Female,Day,0.04651162790697674
730,FR,Fribourg,1.0,French,Unknown,Night,1.0
731,FR,Fribourg,7.0,English,Unknown,Night,0.16379310344827586
732,FR,Fribourg,8.0,English,Female,Night,0.16666666666666666
733,FR,Fribourg,3.0,French,Unknown,Day,1.0
734,FR,Fribourg,1.0,English,Male,Night,0.08823529411764706
735,FR,Fribourg,9.0,English,Unknown,Day,0.2048997772828508
736,FR,Fribourg,3.0,English,Male,Day,0.0880503144654088
737,FR,Fribourg,5.0,French,Unknown,Night,1.0
738,SO,Solothurn,9.0,English,Female,Night,0.2608695652173913
739,SO,Solothurn,5.0,German,Male,Day,0.8
740,SO,Solothurn,2.0,English,Male,Day,0.03225806451612903
741,SO,Solothurn,4.0,English,Male,Night,-0.06666666666666668
742,SO,Solothurn,10.0,German,Unknown,Night,1.0
743,SO,Solothurn,8.0,French,Unknown,Day,1.0
744,SO,Solothurn,1.0,German,Female,Night,1.0
745,SO,Solothurn,9.0,German,Male,Day,1.0
746,SO,Solothurn,6.0,English,Male,Day,0.0379746835443038
747,SO,Solothurn,10.0,English,Female,Day,0.15873015873015872
748,SO,Solothurn,2.0,German,Unknown,Day,1.0
749,SO,Solothurn,8.0,English,Male,Night,0.0
750,SO,Solothurn,1.0,English,Unknown,Night,0.1111111111111111
751,SO,Solothurn,2.0,English,Female,Night,-0.028571428571428567
752,SO,Solothurn,6.0,German,Unknown,Day,0.7142857142857143
753,SO,Solothurn,3.0,English,Unknown,Day,0.10810810810810813
754,SO,Solothurn,4.0,English,Female,Day,0.2727272727272727
755,SO,Solothurn,10.0,German,Male,Night,1.0
756,SO,Solothurn,8.0,German,Unknown,Night,1.0
757,SO,Solothurn,5.0,English,Unknown,Night,0.34545454545454546
758,SO,Solothurn,9.0,German,Female,Night,1.0
759,SO,Solothurn,6.0,English,Female,Night,0.0
760,SO,Solothurn,7.0,English,Unknown,Day,0.27898550724637683
761,SO,Solothurn,2.0,German,Male,Day,1.0
762,SO,Solothurn,8.0,English,Female,Day,0.15584415584415584
763,SO,Solothurn,9.0,English,Unknown,Night,0.2916666666666667
764,SO,Solothurn,4.0,German,Male,Night,0.6
765,SO,Solothurn,1.0,English,Male,Night,0.03225806451612903
766,SO,Solothurn,6.0,German,Male,Day,0.9333333333333332
767,SO,Solothurn,3.0,English,Male,Day,-0.04
768,SO,Solothurn,8.0,German,Male,Night,1.0
769,SO,Solothurn,5.0,English,Male,Night,0.040816326530612235
770,SO,Solothurn,9.0,French,Unknown,Day,1.0
771,SO,Solothurn,1.0,German,Unknown,Night,1.0
772,SO,Solothurn,2.0,German,Female,Night,1.0
773,SO,Solothurn,7.0,English,Male,Day,0.0975609756097561
774,SO,Solothurn,10.0,English,Unknown,Day,0.350210970464135
775,SO,Solothurn,3.0,German,Unknown,Day,1.0
776,SO,Solothurn,1.0,English,Female,Day,0.0
777,SO,Solothurn,9.0,English,Male,Night,0.18604651162790695
778,SO,Solothurn,5.0,German,Unknown,Night,1.0
779,SO,Solothurn,6.0,German,Female,Night,1.0
780,SO,Solothurn,2.0,English,Unknown,Night,-0.1176470588235294
781,SO,Solothurn,3.0,English,Female,Night,0.0
782,SO,Solothurn,7.0,German,Unknown,Day,1.0
783,SO,Solothurn,4.0,English,Unknown,Day,0.1276595744680851
784,SO,Solothurn,5.0,English,Female,Day,0.0
785,SO,Solothurn,9.0,German,Unknown,Night,1.0
786,SO,Solothurn,6.0,English,Unknown,Night,0.2222222222222222
787,SO,Solothurn,1.0,German,Male,Night,1.0
788,SO,Solothurn,7.0,English,Female,Night,0.2307692307692308
789,SO,Solothurn,10.0,English,Male,Day,0.15942028985507245
790,SO,Solothurn,8.0,English,Unknown,Day,0.2826086956521739
791,SO,Solothurn,3.0,German,Male,Day,1.0
792,SO,Solothurn,9.0,English,Female,Day,0.19607843137254904
793,SO,Solothurn,5.0,German,Male,Night,1.0
794,SO,Solothurn,2.0,English,Male,Night,0.125
795,SO,Solothurn,7.0,German,Male,Day,1.0
796,SO,Solothurn,10.0,German,Unknown,Day,1.0
797,SO,Solothurn,4.0,English,Male,Day,0.19444444444444445
798,SO,Solothurn,1.0,German,Female,Day,0.3333333333333333
799,SO,Solothurn,9.0,German,Male,Night,1.0
800,SO,Solothurn,6.0,English,Male,Night,0.20895522388059698
801,SO,Solothurn,10.0,English,Female,Night,0.0
802,SO,Solothurn,2.0,German,Unknown,Night,0.7142857142857143
803,SO,Solothurn,3.0,German,Female,Night,1.0
804,SO,Solothurn,8.0,English,Male,Day,0.23214285714285715
805,SO,Solothurn,4.0,German,Unknown,Day,1.0
806,SO,Solothurn,1.0,English,Unknown,Day,0.0
807,SO,Solothurn,5.0,German,Female,Day,1.0
808,SO,Solothurn,2.0,English,Female,Day,-0.1
809,SO,Solothurn,6.0,German,Unknown,Night,0.7142857142857143
810,SO,Solothurn,6.0,French,Male,Day,1.0
811,SO,Solothurn,3.0,English,Unknown,Night,0.2
812,SO,Solothurn,4.0,English,Female,Night,0.0
813,SO,Solothurn,10.0,German,Male,Day,0.8888888888888888
814,SO,Solothurn,8.0,German,Unknown,Day,0.7777777777777778
815,SO,Solothurn,5.0,English,Unknown,Day,0.34591194968553457
816,SO,Solothurn,9.0,German,Female,Day,1.0
817,SO,Solothurn,6.0,English,Female,Day,0.5
818,SO,Solothurn,7.0,English,Unknown,Night,0.3801652892561984
819,SO,Solothurn,2.0,German,Male,Night,1.0
820,SO,Solothurn,8.0,English,Female,Night,0.2
821,SO,Solothurn,9.0,English,Unknown,Day,0.28735632183908044
822,SO,Solothurn,4.0,German,Male,Day,0.8888888888888888
823,SO,Solothurn,1.0,English,Male,Day,0.09090909090909093
824,SO,Solothurn,6.0,German,Male,Night,0.6
825,SO,Solothurn,3.0,English,Male,Night,0.10526315789473684
826,SO,Solothurn,10.0,German,Female,Night,1.0
827,SO,Solothurn,8.0,German,Male,Day,0.9333333333333332
828,SO,Solothurn,5.0,English,Male,Day,0.059701492537313425
829,SO,Solothurn,1.0,German,Unknown,Day,1.0
830,SO,Solothurn,2.0,German,Female,Day,1.0
831,SO,Solothurn,7.0,English,Male,Night,0.0851063829787234
832,SO,Solothurn,10.0,English,Unknown,Night,0.24675324675324675
833,SO,Solothurn,3.0,German,Unknown,Night,0.3333333333333333
834,SO,Solothurn,1.0,English,Female,Night,0.0
835,SO,Solothurn,9.0,English,Male,Day,0.30303030303030304
836,SO,Solothurn,5.0,German,Unknown,Day,1.0
837,SO,Solothurn,2.0,English,Unknown,Day,0.24
838,SO,Solothurn,6.0,German,Female,Day,1.0
839,SO,Solothurn,3.0,English,Female,Day,0.043478260869565216
840,SO,Solothurn,7.0,German,Unknown,Night,1.0
841,SO,Solothurn,4.0,English,Unknown,Night,0.38461538461538464
842,SO,Solothurn,5.0,English,Female,Night,-0.3333333333333333
843,SO,Solothurn,9.0,German,Unknown,Day,1.0
844,SO,Solothurn,6.0,English,Unknown,Day,0.2926829268292683
845,SO,Solothurn,1.0,German,Male,Day,1.0
846,SO,Solothurn,7.0,English,Female,Day,0.16666666666666666
847,SO,Solothurn,10.0,English,Male,Night,0.08333333333333333
848,SO,Solothurn,3.0,German,Male,Night,1.0
849,SO,Solothurn,8.0,English,Unknown,Night,0.33043478260869563
850,BS,Basel-City,7.0,English,Male,Day,0.16316931982633864
851,BS,Basel-City,9.0,French,Unknown,Night,1.0
852,BS,Basel-City,1.0,German,Unknown,Day,0.8735042735042735
853,BS,Basel-City,2.0,German,Female,Day,0.9503105590062112
854,BS,Basel-City,3.0,French,Male,Night,0.7333333333333333
855,BS,Basel-City,10.0,English,Unknown,Night,0.1539348515422312
856,BS,Basel-City,9.0,English,Male,Night,0.17063492063492064
857,BS,Basel-City,3.0,German,Unknown,Night,0.9347258485639688
858,BS,Basel-City,4.0,German,Female,Night,0.8206896551724138
859,BS,Basel-City,1.0,English,Female,Night,0.020477815699658702
860,BS,Basel-City,5.0,French,Male,Day,0.6842105263157895
861,BS,Basel-City,5.0,German,Unknown,Day,0.9328018223234624
862,BS,Basel-City,2.0,English,Unknown,Day,0.10473907431311084
863,BS,Basel-City,6.0,German,Female,Day,0.813953488372093
864,BS,Basel-City,3.0,English,Female,Day,0.2389006342494715
865,BS,Basel-City,7.0,French,Male,Night,1.0
866,BS,Basel-City,7.0,German,Unknown,Night,0.8591549295774648
867,BS,Basel-City,4.0,English,Unknown,Night,0.13830925628678434
868,BS,Basel-City,8.0,German,Female,Night,0.9302325581395348
869,BS,Basel-City,10.0,French,Unknown,Day,1.0
870,BS,Basel-City,5.0,English,Female,Night,0.21266968325791852
871,BS,Basel-City,9.0,French,Male,Day,0.951219512195122
872,BS,Basel-City,1.0,German,Male,Night,0.8846153846153846
873,BS,Basel-City,1.0,French,Female,Day,1.0
874,BS,Basel-City,9.0,German,Unknown,Day,0.9253926701570679
875,BS,Basel-City,6.0,English,Unknown,Day,0.165140974002197
876,BS,Basel-City,10.0,English,Male,Day,0.21414959504525968
877,BS,Basel-City,7.0,English,Female,Day,0.21266968325791852
878,BS,Basel-City,3.0,German,Male,Day,0.9151943462897526
879,BS,Basel-City,2.0,French,Unknown,Night,1.0
880,BS,Basel-City,8.0,English,Unknown,Night,0.16805671392827354
881,BS,Basel-City,9.0,English,Female,Night,0.18957871396895787
882,BS,Basel-City,5.0,German,Male,Night,0.9542857142857144
883,BS,Basel-City,2.0,English,Male,Night,0.11682539682539685
884,BS,Basel-City,4.0,French,Unknown,Day,1.0
885,BS,Basel-City,5.0,French,Female,Day,1.0
886,BS,Basel-City,7.0,German,Male,Day,0.5263157894736842
887,BS,Basel-City,4.0,English,Male,Day,0.15166795965865013
888,BS,Basel-City,10.0,French,Male,Night,1.0
889,BS,Basel-City,6.0,French,Unknown,Night,1.0
890,BS,Basel-City,10.0,German,Unknown,Night,0.9333333333333332
891,BS,Basel-City,9.0,German,Male,Night,0.94
892,BS,Basel-City,6.0,English,Male,Night,0.13876040703052728
893,BS,Basel-City,8.0,French,Unknown,Day,1.0
894,BS,Basel-City,9.0,French,Female,Day,1.0
895,BS,Basel-City,1.0,German,Female,Night,0.8461538461538461
896,BS,Basel-City,2.0,French,Male,Day,1.0
897,BS,Basel-City,8.0,English,Male,Day,0.21566951566951567
898,BS,Basel-City,10.0,English,Female,Day,0.21717451523545706
899,BS,Basel-City,2.0,German,Unknown,Day,0.9335727109515258
900,BS,Basel-City,3.0,German,Female,Day,0.9597989949748744
901,BS,Basel-City,4.0,French,Male,Night,0.75
902,BS,Basel-City,4.0,German,Unknown,Night,0.914141414141414
903,BS,Basel-City,1.0,English,Unknown,Night,0.02780674313521029
904,BS,Basel-City,5.0,German,Female,Night,0.7814207650273224
905,BS,Basel-City,2.0,English,Female,Night,0.10941475826972012
906,BS,Basel-City,6.0,French,Male,Day,0.2727272727272727
907,BS,Basel-City,6.0,German,Unknown,Day,0.9361393323657474
908,BS,Basel-City,10.0,German,Male,Day,0.8109090909090909
909,BS,Basel-City,3.0,English,Unknown,Day,0.14606946983546618
910,BS,Basel-City,7.0,German,Female,Day,0.8823529411764706
911,BS,Basel-City,4.0,English,Female,Day,0.2062146892655367
912,BS,Basel-City,8.0,French,Male,Night,0.7777777777777778
913,BS,Basel-City,10.0,French,Female,Night,1.0
914,BS,Basel-City,8.0,German,Unknown,Night,0.9559471365638766
915,BS,Basel-City,5.0,English,Unknown,Night,0.17662007623888182
916,BS,Basel-City,9.0,German,Female,Night,0.9444444444444444
917,BS,Basel-City,6.0,English,Female,Night,0.22426470588235292
918,BS,Basel-City,2.0,German,Male,Night,0.8955223880597015
919,BS,Basel-City,1.0,French,Unknown,Day,0.6666666666666666
920,BS,Basel-City,2.0,French,Female,Day,1.0
921,BS,Basel-City,7.0,English,Unknown,Day,0.15904917363803306
922,BS,Basel-City,8.0,English,Female,Day,0.21909744931327665
923,BS,Basel-City,4.0,German,Male,Day,0.8645418326693227
924,BS,Basel-City,1.0,English,Male,Day,0.025541795665634675
925,BS,Basel-City,3.0,French,Unknown,Night,1.0
926,BS,Basel-City,4.0,French,Female,Night,1.0
927,BS,Basel-City,9.0,English,Unknown,Night,0.18566357720370733
928,BS,Basel-City,6.0,German,Male,Night,0.9423076923076924
929,BS,Basel-City,3.0,English,Male,Night,0.15366146458583432
930,BS,Basel-City,5.0,French,Unknown,Day,0.7894736842105263
931,BS,Basel-City,6.0,French,Female,Day,1.0
932,BS,Basel-City,8.0,German,Male,Day,0.7992565055762082
933,BS,Basel-City,10.0,German,Female,Day,0.8782608695652174
934,BS,Basel-City,5.0,English,Male,Day,0.15759408602150538
935,BS,Basel-City,1.0,French,Male,Night,1.0
936,BS,Basel-City,7.0,English,Male,Night,0.1297330850403476
937,BS,Basel-City,9.0,French,Unknown,Day,1.0
938,BS,Basel-City,1.0,German,Unknown,Night,0.7808219178082192
939,BS,Basel-City,2.0,German,Female,Night,0.9
940,BS,Basel-City,3.0,French,Male,Day,0.68
941,BS,Basel-City,10.0,English,Unknown,Day,0.15545066020284493
942,BS,Basel-City,9.0,English,Male,Day,0.17346182357301704
943,BS,Basel-City,3.0,German,Unknown,Day,0.9479724560061208
944,BS,Basel-City,4.0,German,Female,Day,0.7813765182186235
945,BS,Basel-City,1.0,English,Female,Day,0.014814814814814815
946,BS,Basel-City,5.0,French,Male,Night,0.9166666666666666
947,BS,Basel-City,5.0,German,Unknown,Night,0.946
948,BS,Basel-City,2.0,English,Unknown,Night,0.11431897555296855
949,BS,Basel-City,6.0,German,Female,Night,0.4974358974358975
950,BS,Basel-City,3.0,English,Female,Night,0.2898089171974522
951,BS,Basel-City,7.0,French,Male,Day,0.75
952,BS,Basel-City,7.0,German,Unknown,Day,0.8639455782312925
953,BS,Basel-City,4.0,English,Unknown,Day,0.14763779527559054
954,BS,Basel-City,8.0,German,Female,Day,0.8461538461538461
955,BS,Basel-City,10.0,French,Unknown,Night,0.7142857142857143
956,BS,Basel-City,5.0,English,Female,Day,0.26744186046511625
957,BS,Basel-City,9.0,French,Male,Night,1.0
958,BS,Basel-City,1.0,German,Male,Day,0.8813559322033898
959,BS,Basel-City,1.0,French,Female,Night,1.0
960,BS,Basel-City,9.0,German,Unknown,Night,0.94
961,BS,Basel-City,6.0,English,Unknown,Night,0.17186076180061965
962,BS,Basel-City,10.0,English,Male,Night,0.20019020446980504
963,BS,Basel-City,7.0,English,Female,Night,0.2237093690248566
964,BS,Basel-City,3.0,German,Male,Night,0.9305555555555556
965,BS,Basel-City,2.0,French,Unknown,Day,0.6470588235294118
966,BS,Basel-City,8.0,English,Unknown,Day,0.18189438390611906
967,BS,Basel-City,9.0,English,Female,Day,0.2437779195915763
968,BS,Basel-City,5.0,German,Male,Day,0.951219512195122
969,BS,Basel-City,2.0,English,Male,Day,0.091963545981773
970,BS,Basel-City,4.0,French,Unknown,Night,1.0
971,BS,Basel-City,7.0,German,Male,Night,0.6470588235294118
972,BS,Basel-City,4.0,English,Male,Night,0.13030484160191272
973,BS,Basel-City,6.0,French,Unknown,Day,0.8823529411764706
974,BS,Basel-City,10.0,French,Male,Day,0.9545454545454546
975,BS,Basel-City,10.0,German,Unknown,Day,0.935376967688484
976,BS,Basel-City,9.0,German,Male,Day,0.8362989323843416
977,BS,Basel-City,6.0,English,Male,Day,0.13553244890641808
978,BS,Basel-City,8.0,French,Unknown,Night,0.6
979,BS,Basel-City,1.0,German,Female,Day,0.9420289855072465
980,BS,Basel-City,2.0,French,Male,Night,1.0
981,BS,Basel-City,8.0,English,Male,Night,0.23423913043478264
982,BS,Basel-City,10.0,English,Female,Night,0.2140504939626784
983,BS,Basel-City,2.0,German,Unknown,Night,0.9372056514913658
984,BS,Basel-City,3.0,German,Female,Night,0.9523809523809524
985,BS,Basel-City,4.0,French,Male,Day,0.5294117647058824
986,BS,Basel-City,4.0,German,Unknown,Day,0.9569444444444444
987,BS,Basel-City,1.0,English,Unknown,Day,0.0276690888764673
988,BS,Basel-City,5.0,German,Female,Day,0.7777777777777778
989,BS,Basel-City,2.0,English,Female,Day,0.11645962732919254
990,BS,Basel-City,6.0,French,Male,Night,0.0
991,BS,Basel-City,6.0,German,Unknown,Night,0.9138321995464852
992,BS,Basel-City,10.0,German,Male,Night,0.828125
993,BS,Basel-City,3.0,English,Unknown,Night,0.1654243119266055
994,BS,Basel-City,7.0,German,Female,Night,0.5
995,BS,Basel-City,4.0,English,Female,Night,0.24857142857142855
996,BS,Basel-City,8.0,French,Male,Day,0.9230769230769232
997,BS,Basel-City,10.0,French,Female,Day,1.0
998,BS,Basel-City,8.0,German,Unknown,Day,0.9171929824561404
999,BS,Basel-City,5.0,English,Unknown,Day,0.17291527685123415
1000,BS,Basel-City,9.0,German,Female,Day,0.8666666666666667
1001,BS,Basel-City,6.0,English,Female,Day,0.2207112970711297
1002,BS,Basel-City,2.0,German,Male,Day,0.8260869565217391
1003,BS,Basel-City,1.0,French,Unknown,Night,0.38461538461538464
1004,BS,Basel-City,2.0,French,Female,Night,1.0
1005,BS,Basel-City,7.0,English,Unknown,Night,0.1653457228751025
1006,BS,Basel-City,8.0,English,Female,Night,0.25823451910408435
1007,BS,Basel-City,4.0,German,Male,Night,0.8803418803418803
1008,BS,Basel-City,1.0,English,Male,Night,0.00974025974025974
1009,BS,Basel-City,3.0,French,Unknown,Day,1.0
1010,BS,Basel-City,9.0,English,Unknown,Day,0.16939853233660246
1011,BS,Basel-City,6.0,German,Male,Day,0.95850622406639
1012,BS,Basel-City,3.0,English,Male,Day,0.1561436672967864
1013,BS,Basel-City,5.0,French,Unknown,Night,1.0
